[00:01:33] <euouae> This may be someone that got caught into that whole 'feds on your tail' thing, although their case has not been resolved before a judge yet https://nymag.com/intelligencer/2021/08/bitcoin-ian-freeman-fbi-doj.html
[00:03:35] <euouae> Mesh networks, right. It's cool. 
[20:03:37] *** Joins: Tangent-Man (~Tang3nt-M@cpc145602-basl14-2-0-cust33.20-1.cable.virginm.net)
[20:03:56] <int-e> It's kind of funny because it started with a question about faking Letsencrypt certificates :-/
[20:04:41] <Peng> java.com is likely on Let's Encrypt's high-value domain blocklist anyway
[20:05:23] *** Joins: System_Error (~SystemErr@user/systemerror)
[20:05:29] <Peng> yawkat: It might behave differently depending on source IP, I suppose
[20:07:51] <int-e> I was hoping duude would look at the certificate that they see. *shrugs*
[20:12:50] *** Quits: Haohmaru (~Haohmaru@195.24.53.110) ()
[20:14:09] *** Joins: duuude (~user@user/duuude)
[20:14:27] *** Quits: System_Error (~SystemErr@user/systemerror) (Remote host closed the connection)
[20:15:06] *** Quits: drathir_tor (~drathir@wireguard/tunneler/drathir) (Ping timeout: 276 seconds)
[20:21:42] *** Joins: System_Error (~SystemErr@user/systemerror)
[20:23:28] *** Quits: tykling (~tykling@irc.tyknet.dk) (Ping timeout: 268 seconds)
[20:36:08] *** Quits: andreasbuhr (~quassel@p549dbab5.dip0.t-ipconnect.de) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[20:36:53] *** Joins: tykling (~tykling@irc.tyknet.dk)
[20:44:29] *** Quits: gabriel1 (~gabriel1@user/gabriel1) (Remote host closed the connection)
[20:45:49] *** Joins: gabriel1 (~gabriel1@user/gabriel1)
[20:46:49] *** Quits: igemnace (~ian@user/igemnace) (Ping timeout: 256 seconds)
[20:53:55] *** Joins: Klotz (~Klotzoman@gateway/tor-sasl/klotz)
[20:55:13] *** Joins: DigitalYogi (uid539331@helmsley.irccloud.com)
[21:00:22] *** Joins: drathir_tor (~drathir@wireguard/tunneler/drathir)
[21:19:41] *** Quits: duuude (~user@user/duuude) (Ping timeout: 256 seconds)
[21:23:45] <LordOfLive> how does one acquire crypto
[21:25:09] <Deknos> LordOfLive, ask in ##bitcoin
[21:25:36] <Deknos> or #bitcoin but this is the wrong channel
[21:28:46] <Peng> you can unlock Crypto with 750 Apex Coins
[21:31:29] *** Quits: MajorBiscuit (~MajorBisc@c-001-015-052.client.tudelft.eduvpn.nl) (Ping timeout: 250 seconds)
[21:32:33] <wasamasa> lol
[21:32:39] <halosghost> LordOfLive: mostly math
[21:32:49] <iz> buy it or mine it
[21:32:57] <halosghost> ohhh
[21:33:02] <halosghost> y'all are talking about cryptocurrencies
[21:33:10] <halosghost> 🤷
[21:33:19] <Peng> I'm not!
[21:33:34] <halosghost> ☺
[21:34:34] <halosghost> (I assumed we were talking about cryptography given the topic)
[21:34:44] <halosghost> (and the primary way to get more cryptography is with more math)
[21:35:53] <Deknos> then he would have used the word learn or train but not "aquire"
[21:36:52] <int-e> math, logic, and a ton of mistakes in prior art that need to be avoided
[21:37:23] <halosghost> Deknos: perhaps LordOfLive meant the channel itself
[21:37:30] <halosghost> I'm not sure that it is available for acquisition
[21:37:42] <Peng> Okay but once we can download a chip into our brain containing all of human knowledge...
[21:37:52] <iz> maybe they accidentally hit enter before typing 'knowledge' ;b
[21:37:57] <JollyRoger> Hahahaha
[21:37:58] <halosghost> Peng: is downloading a chip similar to downloading more ram?
[21:38:14] <iz> member when ram doublers were actually a thing
[21:38:25] <int-e> I think acquiring knowledge about crypto is the most benevolent interpretation :P
[21:38:45] <halosghost> int-e: what can I say? I'm very benevolent. ☺
[21:39:01] <halosghost> iz: I remember when I first learned of zram
[21:39:02] <int-e> halosghost: now why would I want a virtual potato chip?
[21:39:05] <halosghost> iz: that was a revelation
[21:40:21] <Peng> .t https://twitter.com/tjhorner/status/1470788584043073542
[21:40:23] <iz> what do you use zram for?  i've heard of it and thought about playing around w/ it, but didn't really have any real use cases for myself
[21:40:46] <JollyRoger> On the topic of actual cryptography, I can't help but think it's funny that one of the PQC Round 3 submissions is "Crystals-Kyber" and another is "Saber" and "Light saber."
[21:40:47] <halosghost> iz: the only time I actually used it was back in the early Android days (in the lands of “custom kernels”)
[21:40:51] *** Quits: cwebber (~user@user/cwebber) (Remote host closed the connection)
[21:40:52] <iz> ah yeah
[21:41:07] <halosghost> having ram compression often dramatically improved life
[21:41:25] <Peng> Wait, where did EmmyNoether go?
[21:41:32] <halosghost> iz: since about 2014, I've had a machine with 32GB of RAM as my primary computing device; zram is just fun to think about now ☺
[21:41:40] <iz> maybe got lost in yesterday's netsplit?
[21:41:58] <halosghost> JollyRoger: mm, I should follow the PQC rounds
[21:42:02] <iz> my laptop still only has 8gb of ram :/
[21:42:05] <JollyRoger> Yeah. It's kind of funny to think about how now phones are coming with 8 or 12GB of RAM too. 
[21:42:16] <halosghost> JollyRoger: though, at this point, I'm more likely to trust DJB's investigations into it than the NIST
[21:42:22] <halosghost> JollyRoger: wat
[21:42:26] <halosghost> JollyRoger: oh
[21:42:29] <halosghost> I read that as 128
[21:42:31] <JollyRoger> halosghost: I occasionally check back to see how the NSA-Influenced Standards & Technology erm...
[21:42:35] * JollyRoger coughs.
[21:42:36] <halosghost> (my brain refused to accept that was a thing)
[21:42:37] <JollyRoger> I mean uh,
[21:42:43] <JollyRoger> the NIST is doing.
[21:42:54] <wasamasa> Peng: it got hacked clearly, lol
[21:43:09] <iz> i saw 128 at first also.. that 2^n pattern matching with the capital B
[21:43:15] <JollyRoger> Ahaha! Yeah, when I got my cellphone I couldn't believe how much memory it came with, I was like, "This thing has more RAM than my laptop!
[21:44:03] <JollyRoger> I'm not sure whether I like the term:
[21:44:08] <JollyRoger> "NSA-Influenced Standards & Technology"
[21:44:14] <JollyRoger> or "NSA-Infiltrated Standards & Technology"
[21:44:16] <JollyRoger> better.
[21:45:22] <halosghost> there was someone in here a while back claiming that every major company/organization in the US has an agent of the NSA undercover in their employ
[21:45:36] <halosghost> if you believe in that kind of thing, then the latter seems more accurate
[21:46:50] <kashire> If you consider the revealing information about the last few decades, it would be rather difficult to think that the alphabet soup boy's aren't, at least in some capacity, involved with every company in the tech industry.
[21:47:15] <JollyRoger> Ha ha ha well... I'm not about to go full on tinfoil hat conspiranoid, but I definitely believe the NSA has acted in bad faith a few times before and used their influence over the NIST to do some preeeeeetty shady things in the past, although it sounds like the NIST might've been more duped than complict... so I'll stick with "NSA-Influenced Standards & Technology for now, I guess. 
[21:48:35] <JollyRoger> looks like some new stuff has been updated on FALCON and Classical McEliece in late November of 2021, but that's about all I see in the updates file. guess we'll just have to wait.
[21:49:09] *** Quits: gabriel1 (~gabriel1@user/gabriel1) (Ping timeout: 256 seconds)
[21:49:48] <halosghost> kashire: “in the tech industry” is a lot more managable than “all”
[21:49:50] <halosghost> ☺
[21:52:19] <halosghost> also, 🤷
[21:52:35] <halosghost> having learned about SafeCurves, I'm mostly laeving behind use of NIST things for ECC at least
[21:57:09] *** Quits: Sofia (~sofia@gateway/tor-sasl/sofia) (Ping timeout: 276 seconds)
[21:57:34] <halosghost> hmm, PIA funded the libsodium audit
[22:01:20] *** Joins: aleck (~aleck@user/aleck)
[22:02:39] *** Quits: aleck1 (~aleck@user/aleck) (Ping timeout: 256 seconds)
[22:08:57] *** Joins: Sofia_ (~sofia@gateway/tor-sasl/sofia)
[22:11:47] *** Quits: somlis (~somlis@user/somlis) (Quit: WeeChat 3.4)
[22:25:10] *** Joins: somlis (~somlis@user/somlis)
[22:26:07] *** Quits: learner36 (~learner36@cpef81d0fa12c13-cmf81d0fa12c10.cpe.net.cable.rogers.com) (Remote host closed the connection)
[22:45:59] *** Quits: FlorianBad (~FlorianBa@cpe-67-49-107-16.dc.res.rr.com) (Quit: Client closed)
[23:02:47] *** Joins: d34dh0r53 (~d34dh0r53@104-191-10-248.lightspeed.snantx.sbcglobal.net)
[23:13:57] *** Quits: dude12312414 (~test@gateway/tor-sasl/dude12312414) (Quit: THE RAM IS TOO DAMN HIGH)
[23:14:02] *** Joins: zro (~zro@user/zro)
[23:21:24] *** Joins: cwebber (~user@user/cwebber)
[23:23:36] *** Quits: BOKALDO (~BOKALDO@user/bokaldo) (Quit: Leaving)
[23:36:11] *** Joins: dude12312414 (~test@gateway/tor-sasl/dude12312414)
[23:36:29] *** Quits: kristjansson (sid126207@tinside.irccloud.com) (Ping timeout: 256 seconds)
[23:39:05] *** Quits: crabby (~crabby@2600:8801:f200:27:2d3b:267:f69a:6add) (Quit: Leaving)
[23:39:51] *** Joins: kristjansson (sid126207@id-126207.tinside.irccloud.com)
[23:47:57] *** Joins: joilerv (~joilerv@135.129.250.144)
[23:48:42] *** Quits: joilerv (~joilerv@135.129.250.144) (Client Quit)
[23:55:57] *** Joins: gabriel1 (~gabriel1@user/gabriel1)
[23:58:05] *** Joins: joilerv (~joilerv@135.129.250.144)
