[00:02:24] *** Joins: rgherdt__ (~rgherdt@2a01:598:d036:698b:4f59:ac7:3ad8:3320)
[00:02:31] *** Joins: gaqwas (~john@dynamic-095-118-123-231.95.118.pool.telefonica.de)
[00:04:55] *** Quits: rgherdt_ (~rgherdt@2a01:598:d038:d67f:f4bd:95ae:c30:7222) (Ping timeout: 250 seconds)
[00:05:46] *** Quits: scymtym (~user@2001:638:504:20e6:6ac3:87e0:e782:f3fc) (Ping timeout: 260 seconds)
[00:05:48] *** Quits: Brucio-92 (~Brucio-92@2001:638:504:20e6:6ac3:87e0:e782:f3fc) (Ping timeout: 250 seconds)
[00:16:33] *** Quits: gaqwas (~john@dynamic-095-118-123-231.95.118.pool.telefonica.de) (Remote host closed the connection)
[00:19:02] *** Quits: tophullyte (tophullyte@gateway/vpn/protonvpn/tophullyte) (Quit: Leaving)
[11:54:29] <mfiano> It's not meant to be per class. The DEFAULT is meant to be per class, but the constructor is making an instance of any one of a variety of classes (given as another initarg)
[11:54:47] <phoe> OK, so :ALLOCATION :CLASS is not the right thing
[11:55:15] <mfiano> See the rgb constructor in my gist
[11:55:17] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 240 seconds)
[11:55:24] <mfiano> and see what is passed to make-instance's first argument
[11:55:40] <phoe> then I guess it's a variant of my code - grab the argument list, transform it some way (e.g. via calling MAKE-INSTANCE on some keyword arguments), and then APPLY it further
[11:56:53] *** Quits: amb007 (~a_bakic@102.215.76.86.rev.sfr.net) (Ping timeout: 256 seconds)
[11:57:14] <mfiano> I'll read your code then.
[11:57:25] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[11:57:28] *** Joins: amb007 (~a_bakic@156.15.23.93.rev.sfr.net)
[12:04:46] *** Joins: aartaka (aartaka@gateway/vpn/protonvpn/aartaka)
[12:07:06] <mfiano> So my solution is to add :default-initargs to each class, and have the constructor do (apply #'make-instance working-space (when standard-illuminant-p `(:standard-illuminant ,standard-illuminant)))
[12:07:21] <mfiano> I'm not sure how good that is, but it seems to work
[12:07:24] <phoe> yes, that'll work
[12:07:26] <mfiano> Thanks for the help
[12:10:46] * phoe adds an idea for a CLR recipe
[12:18:52] *** Parts: pranavats (3fba1d1b34@2a00:c70:1:178:170:40:189:1) (Error from remote client)
[12:19:05] *** Joins: lisp123 (~lisp123@5.30.23.247)
[12:19:06] *** Joins: s-liao (~s-liao@101.86.96.21)
[12:23:51] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 256 seconds)
[12:33:03] *** Quits: s-liao (~s-liao@101.86.96.21) (Quit: Client closed)
[12:34:10] *** Joins: Dynom (~niels@80-114-12-206.cable.dynamic.v4.ziggo.nl)
[12:41:05] *** Quits: lewisje (~lewisje@72.49.207.113) (Quit: Leaving)
[12:41:23] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Quit: WeeChat 3.4)
[12:44:09] *** Joins: JeromeLon (~jerome@2a00:23c7:99b2:9501:f05:6b6b:180e:fbdb)
[12:48:01] *** Joins: s-liao (~s-liao@101.86.96.21)
[12:48:37] *** Quits: aartaka (aartaka@gateway/vpn/protonvpn/aartaka) (Ping timeout: 240 seconds)
[12:51:42] *** Quits: amb007 (~a_bakic@156.15.23.93.rev.sfr.net) (Read error: Connection reset by peer)
[12:52:26] *** Joins: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com)
[13:00:15] *** Quits: wyrd (~wyrd@gateway/tor-sasl/wyrd) (Ping timeout: 276 seconds)
[13:01:53] *** Joins: wyrd (~wyrd@gateway/tor-sasl/wyrd)
[13:08:02] *** Quits: jackdaniel (~jack@turtleware.eu) (Changing host)
[13:08:02] *** Joins: jackdaniel (~jack@user/jackdaniel)
[13:08:02] *** ChanServ sets mode: +o jackdaniel
[13:09:00] *** Quits: Jing (~hedgehog@240e:390:7c53:a7e1:f460:9388:75e8:8181) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[13:10:19] *** Quits: s-liao (~s-liao@101.86.96.21) (Ping timeout: 256 seconds)
[13:10:50] *** Joins: OlCe (~user@amontsouris-654-1-45-240.w92-151.abo.wanadoo.fr)
[13:19:50] *** Joins: s-liao (~s-liao@101.86.96.21)
[13:25:57] *** Quits: rgherdt__ (~rgherdt@2a01:598:d03d:8b4:2ee3:b766:719e:5183) (Ping timeout: 256 seconds)
[13:34:47] *** Joins: rotateq (~user@p200300e78706a00050f72feb644e2401.dip0.t-ipconnect.de)
[13:35:37] *** Joins: Jing (~hedgehog@240e:390:7c53:a7e1:7da5:59e:42b2:ced5)
[13:43:56] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[13:45:17] *** Quits: taiju (~user@240b:253:ec40:2400:b7d1:436e:2d61:e925) (Ping timeout: 240 seconds)
[13:45:45] *** Quits: JeromeLon (~jerome@2a00:23c7:99b2:9501:f05:6b6b:180e:fbdb) (Quit: WeeChat 3.3)
[13:57:55] *** Quits: s-liao (~s-liao@101.86.96.21) (Ping timeout: 256 seconds)
[13:58:01] *** Quits: wyrd (~wyrd@gateway/tor-sasl/wyrd) (Remote host closed the connection)
[13:59:52] *** Joins: pranavats (3fba1d1b34@2a00:c70:1:178:170:40:189:1)
[14:00:13] *** Joins: patrice (~patrice@user/patrice)
[14:05:11] *** Joins: wyrd (~wyrd@gateway/tor-sasl/wyrd)
[14:12:33] *** Joins: kevingal (~quassel@149.157.105.172)
[14:16:57] *** Quits: kevingal (~quassel@149.157.105.172) (Ping timeout: 240 seconds)
[14:17:04] *** Joins: kevingal (~quassel@2001:770:c0:401:3cb8:c3d4:606c:25bd)
[14:20:26] *** Joins: lisp123 (~lisp123@5.30.23.247)
[14:24:11] *** Joins: Lord_of_Life_ (~Lord@user/lord-of-life/x-2819915)
[14:25:07] *** Quits: Lord_of_Life (~Lord@user/lord-of-life/x-2819915) (Ping timeout: 256 seconds)
[14:25:21] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 256 seconds)
[14:25:30] *** Lord_of_Life_ is now known as Lord_of_Life
[14:26:50] *** Joins: rgherdt (~rgherdt@tmo-085-175.customers.d1-online.com)
[14:28:26] *** Joins: s-liao (~s-liao@101.86.96.21)
[14:44:35] *** Joins: rgherdt_ (~rgherdt@2a01:598:b1ac:96ef:8db7:8ec2:ed09:8b1a)
[14:48:21] *** Quits: rgherdt (~rgherdt@tmo-085-175.customers.d1-online.com) (Ping timeout: 256 seconds)
[14:51:31] *** Quits: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com) (Ping timeout: 256 seconds)
[14:52:01] *** Joins: jkordani (~jkordani@c-69-255-2-251.hsd1.md.comcast.net)
[14:52:21] *** Joins: amb007 (~a_bakic@141.15.23.93.rev.sfr.net)
[14:52:32] <jkordani> good morning lispers
[14:52:32] <minion> jkordani, memo from pjb: start by fetching ccl from github, compile it, and then select an open issue.
[14:54:37] *** Joins: rgherdt__ (~rgherdt@2a01:598:d03e:28da:8819:d411:42e8:e2fb)
[14:57:05] *** Quits: OlCe (~user@amontsouris-654-1-45-240.w92-151.abo.wanadoo.fr) (Ping timeout: 256 seconds)
[14:57:11] *** Quits: rgherdt_ (~rgherdt@2a01:598:b1ac:96ef:8db7:8ec2:ed09:8b1a) (Ping timeout: 256 seconds)
[15:01:23] *** Quits: s-liao (~s-liao@101.86.96.21) (Ping timeout: 256 seconds)
[15:07:58] *** Quits: amb007 (~a_bakic@141.15.23.93.rev.sfr.net) (Read error: Connection reset by peer)
[15:08:32] *** Joins: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com)
[15:10:03] *** Quits: z3t0 (~z3t0@146.71.14.98) (Read error: Connection reset by peer)
[15:10:22] *** Joins: z3t0 (~z3t0@146.71.14.98)
[15:15:45] *** Joins: mixfix41 (~sdenyninn@user/mixfix41)
[15:19:06] *** Joins: rgherdt_ (~rgherdt@2a01:598:d032:459f:e0f8:4312:91d7:f237)
[15:22:07] *** Quits: rgherdt__ (~rgherdt@2a01:598:d03e:28da:8819:d411:42e8:e2fb) (Ping timeout: 256 seconds)
[15:25:02] *** Joins: random-nick (~random-ni@87.116.181.150)
[15:27:36] <jkordani> its been a minute since I've been in the lisp world.  Seems that if functions are evaluated that call undefined functions, you don't run into compile time errors... so if you are missing a subsystem, you can successfully load the whole system but will get undefined function errors when you to to *use* parts depending on the subsystems you didn't
[15:27:36] <jkordani> install.  The new Steve Vai album is clearing my head
[15:30:45] <beach> What do you mean by "functions [being] evaluated"?
[15:31:39] <Shinmera> typically this is not a problem because other systems use their own packages, and the reader will error if you try to use a symbol from an inexistent package.
[15:31:42] *** Joins: OlCe (~user@amontsouris-654-1-45-240.w92-151.abo.wanadoo.fr)
[15:32:08] <jkordani> after say (ql:quickload 'package) or if I send the form to be evaluated over slime
[15:32:12] <phoe> jkordani: (defun foo () (bar))) - if you never call FOO, then you'll never get an error about BAR being an undefined function
[15:32:39] *** Joins: tyson2 (~user@bras-base-toroon0624w-grc-17-50-101-91-98.dsl.bell.ca)
[15:32:40] <jkordani> phoe: yea... its been a minute
[15:32:43] <phoe> oh, you want to get compilation-time warnings from Quicklisp
[15:32:52] <beach> jkordani: If a form is evaluated that calls a function that is not defined, then you will get an error.
[15:32:54] <jkordani> no I don't.  I was erroneously expecting them
[15:33:09] <phoe> oh - quicklisp is usually silent about compiler output
[15:33:12] *** Joins: dlowe (~dlowe@user/dlowe)
[15:34:43] *** Joins: domovod (~domovod@176.196.122.197)
[15:34:59] <jkordani> beach:  I'm not seeing that. slime is giving me a warning that a function it calls it undefined, but there's no outright error, I'm not landing in the debugger
[15:35:25] <rotateq> As it's a warning and not a signaled condition.
[15:35:27] <phoe> yes, compiling (defun foo () (bar)) will give you just a warning that BAR is undefined
[15:35:30] <beach> jkordani: Then you are not evaluating a form that calls a function.  perhaps you are compiling that form?
[15:35:31] <phoe> rotateq: wat
[15:35:36] <phoe> a warning is a signaled condition
[15:35:36] <rotateq> not phoe?
[15:35:46] <phoe> every condition that is signaled is a signaled condition
[15:36:02] <phoe> a warning is not an error, if that is what you meant
[15:36:17] <rotateq> Ok then I learned something new now. Okay right, superclass of warning is condition.
[15:36:33] <rotateq> Yes more specifically.
[15:37:25] *** Quits: snits (~quassel@ip98-179-76-75.ph.ph.cox.net) (Ping timeout: 256 seconds)
[15:38:52] <rotateq> then better "no error gets signaled" aka not landing in the debugger
[15:39:23] *** Joins: snits (~quassel@ip98-179-76-75.ph.ph.cox.net)
[15:40:31] <jkordani> beach:  Oh.  Yes, I guess I am compiling the function.  Man... its been too long.  Nothing to see here.
[15:41:57] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (Ping timeout: 240 seconds)
[15:43:01] <rotateq> jkordani: You're welcome.
[15:43:36] <jkordani> so basically I was experimenting with ripping out hdf5 support from cl-ana so I could load the whole thing (before I realized I could get away with loading only parts) and I was surprised that it didn't break the way I expected
[15:44:05] *** Joins: Bike (~Bike@71.69.170.70)
[15:47:25] *** Quits: Algernon91 (~Algernon6@2a04:cec0:10f5:7936:8c47:5652:a14e:1810) (Ping timeout: 250 seconds)
[15:51:57] *** Quits: snits (~quassel@ip98-179-76-75.ph.ph.cox.net) (Ping timeout: 240 seconds)
[15:53:24] <jkordani> Shinmera: maybe this was what I was expecting.  While (foo () (bar)) will compile with a warning if bar doesn't exist, (foo () (mypackage:symbol-does-not-exist)) will error on read due to symbol not being found.
[15:53:42] <phoe> yes
[15:57:02] *** Joins: s-liao (~s-liao@101.86.96.21)
[15:57:32] *** Joins: Algernon91 (~Algernon6@2a04:cec0:10f5:7936:8c47:5652:a14e:1810)
[15:58:50] *** Joins: taiju (~user@240b:253:ec40:2400:b7d1:436e:2d61:e925)
[15:59:37] *** Joins: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca)
[16:00:28] <jkordani> so I guess that was what I was trying to figure out how to work around.  So what I'm looking at is a parent package that uses (in the package sense) a sub package.  The sub package exports functions that the parent package calls.  When I compile parent files that call the exported functions
[16:06:27] <jkordani> I get a warning about undefined functions.  So unless I'm mistaken about what I'm seeing, using symbols from other packages that haven't been brought into your package with a "use" declaration, aka by calling subpackage:sub-func, incur a lookup that will fail if the symbol isn't found?
[16:08:49] *** Quits: s-liao (~s-liao@101.86.96.21) (Ping timeout: 256 seconds)
[16:09:20] *** Joins: s-liao (~s-liao@101.86.96.21)
[16:09:57] *** Quits: OlCe (~user@amontsouris-654-1-45-240.w92-151.abo.wanadoo.fr) (Ping timeout: 256 seconds)
[16:12:33] *** Quits: silasfox (~sbv@p200300cec71e0500336c21a235a152ea.dip0.t-ipconnect.de) (Ping timeout: 250 seconds)
[16:13:16] *** Joins: silasfox (~sbv@p200300cec71e05007be390e80903282d.dip0.t-ipconnect.de)
[16:14:04] <beach> jkordani: We need to work on your terminology.
[16:14:14] *** Joins: cage (~cage@94-39-220-187.adsl-ull.clienti.tiscali.it)
[16:17:36] <jkordani> yup
[16:18:38] <jkordani> I understand that in a defpackage form, there is a :use form that lists packages who's exported symbols get brought into that package's symbol table.  is this right so far?
[16:21:57] *** Quits: rgherdt_ (~rgherdt@2a01:598:d032:459f:e0f8:4312:91d7:f237) (Ping timeout: 240 seconds)
[16:22:16] *** Joins: lisp123 (~lisp123@5.30.23.247)
[16:25:35] *** Quits: aeth (~aeth@user/aeth) (Ping timeout: 256 seconds)
[16:25:56] <beach> There may not be such a :USE, and it is not a "form", it is an "option".
[16:26:15] <beach> And functions are not exported.  Only symbols are.
[16:26:57] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 256 seconds)
[16:27:12] *** Joins: aeth (~aeth@user/aeth)
[16:27:29] <dlowe> There's also a number of options and functions to import symbols into packages, so :use isn't the only way it happens.
[16:27:49] <dlowe> I have a strong preference for using :local-nicknames over :use
[16:28:21] <beach> Definitely!
[16:28:41] <dlowe> typically the only thing I :use in a package is #:cl
[16:29:40] *** Quits: Bike (~Bike@71.69.170.70) (Quit: Connection closed)
[16:30:02] *** Joins: Bike (~Glossina@71.69.170.70)
[16:37:58] *** Quits: patrice (~patrice@user/patrice) (Quit: Leaving)
[16:38:02] *** Joins: rgherdt (~rgherdt@2a01:598:d032:459f:e0f8:4312:91d7:f237)
[16:40:06] *** Joins: rgherdt_ (~rgherdt@2a01:598:d037:6306:6a90:aa99:b860:ce3d)
[16:42:11] *** Joins: patrice (~patrice@user/patrice)
[16:42:20] *** Joins: _patrice (~patrice@2603:301c:604:2a00::b3b1)
[16:42:35] *** Quits: _patrice (~patrice@2603:301c:604:2a00::b3b1) (Remote host closed the connection)
[16:42:53] *** Quits: rgherdt (~rgherdt@2a01:598:d032:459f:e0f8:4312:91d7:f237) (Ping timeout: 250 seconds)
[16:46:47] *** Quits: s-liao (~s-liao@101.86.96.21) (Ping timeout: 256 seconds)
[16:53:37] *** Joins: rgherdt__ (~rgherdt@2a01:598:d03d:7413:d93:cf16:2283:cb2a)
[16:53:55] *** Joins: s-liao (~s-liao@101.86.96.21)
[16:56:19] *** Quits: rgherdt_ (~rgherdt@2a01:598:d037:6306:6a90:aa99:b860:ce3d) (Ping timeout: 250 seconds)
[16:58:23] <jkordani> so I decided to restart lisp and reload cl-ana, and I'm getting errors I expect now, with symbols not being defined at read/compile time
[17:00:09] <jkordani> so obviously there is a difference from compiling a function that calls an undefined function (so assuming its a function attached to a symbol, has a value for symbol-function), the reader is happy with that and you get a warning, vs compiling a function that refers to a symbol by its package name
[17:00:55] <phoe> the latter doesn't even reach compilation stage
[17:01:06] <jkordani> I see
[17:01:14] <phoe> the reader signals an error before any read Lisp code reaches the compiler
[17:03:07] <jkordani>   so I guess the issue I'm running into is that somehow when a project that depends on hdf5-cffi gets loaded, the cffi grovel step for hdf5-cffi gets triggered which fails for me, and I want to avoid that.  I removed dependencies on the hdf5 packages from asdf depenencies and defpackage use options, and when I reload the lisp process and try to
[17:03:08] <jkordani> require cl-ana, I get what I expect at read time for missing symbols from those packages referred to in other places by the packagename:symbol syntax
[17:05:41] <jkordani> so, since any package can be compiled that calls undefined functions (symbols without a value for symbol-function), one way to build a system of systems where dependencies can be optionally included (by hacking out the package names in asdf dependencies or package use options) could be to expect symbols to be exported from the dependent packages,
[17:05:42] <jkordani> so that at read time there will only be warnings, allowing all the rest of the parts of the system to be loaded and usable, minus the runtime surprises about missing those symbols?
[17:06:26] <jkordani> amend the first sentence to say "the reader can handle reading symbols not yet defined, but cannot read symbols declared as belonging to a package that don't exist at the time of the read"
[17:06:52] <jkordani> is this all accurately described?  It seems to hold from my experimentation
[17:07:26] <phoe> more or less; if package FOO already exists but does not export the symbol BAR, the reader will nonetheless yell at you if you try to refer to FOO:BAR
[17:07:26] <mfiano> symbols aren't defined. they are interned. and that is what the reader does when it sees a symbol for the first time.
[17:09:03] <jkordani> also, when quicklisp:register-local-projects is called, asd files in subdirectories of the main system are registered.  So you can optionally load the subsystems without having to load the toplevel system?
[17:09:27] *** Quits: s-liao (~s-liao@101.86.96.21) (Ping timeout: 256 seconds)
[17:10:34] <jkordani> that also seems to bear out through experimentation
[17:10:41] <Alfr> jkordani, in the following:
[17:10:50] <Alfr> clhs 2.3.5
[17:10:50] <specbot> Valid Patterns for Tokens: http://www.lispworks.com/reference/HyperSpec/Body/02_ce.htm
[17:12:52] <Josh_2> Afternoon all
[17:15:42] *** Parts: pranavats (3fba1d1b34@2a00:c70:1:178:170:40:189:1) (Error from remote client)
[17:17:41] <jkordani> So, big question I suppose, is there a way to design a system that when it gets loaded with asdf that a pre-load check can be performed that would detect, say, lack of support for the system (such as foreign libraries being missing) that will allow dependent packages to asdf depend on them, but detect that the specific functionality is missing at
[17:17:41] <jkordani> runtime?  It must hold that dependent packages can not refer to symbols that would have been brought in by the dependency, but instead rely on them to be exported to the dependent pacakge and define a condition handler for calling them, or else provide generic functions which the dependency can specialize, and still define a condition handler when
[17:17:42] <jkordani> a specialized method can't be found?
[17:18:14] <phoe> usually ASDF dependencies are hardcoded into an ASDF system
[17:18:24] <phoe> there is a concept of "weakly depends on" in ASDF, but I don't think it's very popular
[17:19:34] <phoe> and you're conflating a ton of stuff into your question, like ASDF systems and their dependencies, foreign libraries, specialized methods, condition handlers - it's hard to untangle this
[17:19:58] <White_Flame> there's also #+ #- and the *features* list, but again I don't think that's necessarily the best idea
[17:20:05] <Alfr> jkordani, or just dump the idea of automagic configuration, make a foo-bar system!
[17:20:09] <phoe> White_Flame: ASDF has the :feature-if
[17:20:32] <Bike> "We do NOT recommend you use [weakly-depends-on]. If you are tempted to write a system foo that weakly-depends-on a system bar, we recommend that you should instead write system foo in a parametric way, and offer some special variable and/or some hook to specialize its behaviour; then you should write a system foo+bar that does the hooking of things together. "
[17:20:37] <Bike> says the asdf manual.
[17:20:38] *** Joins: OlCe (~user@amontsouris-654-1-45-240.w92-151.abo.wanadoo.fr)
[17:20:41] <phoe> Bike: yes
[17:21:46] <Bike> just elaborating on "not very popular"
[17:22:11] <phoe> yes, that's what I meant, I just failed to use proper words for that
[17:22:14] <phoe> thanks
[17:23:03] *** Joins: lisp123 (~lisp123@5.30.23.247)
[17:25:13] <jkordani> so with that, there has to be enough functionality such that foo attempts to use foo+bar for specialized activity.  I'm trying to think of how to, for instance, make a generic function in foo that foo+bar specializes.  but somehow foo must know that it needs to dispatch to something in foo+bar.  For instance, an open-file method in foo can be
[17:25:13] <jkordani> called that is passed a filename.  foo doesn't know what filetype this is and is relying on the available methods to figure out which should be used.  I don't see how this can work.
[17:26:17] *** Quits: aeth (~aeth@user/aeth) (Ping timeout: 240 seconds)
[17:26:43] <phoe> dispatch? why
[17:26:56] <phoe> in FOO, (defgeneric frob (thing))
[17:27:19] <phoe> in FOO+BAR, (defmethod frob ((thing foo+bar:my-thing)) ...)
[17:27:39] <phoe> this separates the interface/protocol from the implementation
[17:27:55] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 256 seconds)
[17:28:28] *** Joins: aeth (~aeth@user/aeth)
[17:28:41] <jkordani> doesn't thing have to be specialized ahead of time, so that the dispatch machinery chooses foo+bar frob?
[17:28:52] <phoe> of course it doesn't
[17:29:06] <phoe> CLOS allows you to add or redefine or remove methods at more or less any time
[17:29:21] <jkordani> right
[17:29:24] *** Quits: Brucio-92 (~Brucio-92@ip-094-114-248-079.um31.pools.vodafone-ip.de) (Read error: Connection reset by peer)
[17:29:31] <phoe> you aren't doing a TYPECASE where you need to define your types ahead of time so FOO can use them
[17:30:21] <jkordani> I guess I mis spoke, at run time, whatever thing is needs to have enough information in it for the foo+bar frob method to be chosen, right?
[17:30:38] <phoe> the method to be chosen depends on the methods available
[17:31:17] <phoe> if a method is added to a GF, then CLOS is smart enough to recompute that GF's applicable methods
[17:31:19] *** Quits: kevingal (~quassel@2001:770:c0:401:3cb8:c3d4:606c:25bd) (Ping timeout: 256 seconds)
[17:31:50] *** Joins: kevingal (~quassel@149.157.105.172)
[17:33:27] *** Joins: lisp123 (~lisp123@5.30.23.247)
[17:34:19] <jkordani> well I've run into this before and I'm not sure how I could have solved it better.  I wrote a serialization class for a tag-value bitstream.  I made a read-stream GF that returned deserialized objects, but I can't know which read-stream method would need to be called to determine which class parser should be used (I couldn't think of a better way
[17:34:19] <jkordani> to write the parser than to write ser/deser functions for each value based on a specification for that value)  I had to make a parser for the tag part of the stream that read in a flag, and pass the flag and the bitstream into the GF signature so that the right value ser/deser function could be called
[17:35:21] *** Quits: lisp123 (~lisp123@5.30.23.247) (Remote host closed the connection)
[17:35:28] <phoe> jkordani: https://plaster.tymoon.eu/view/2916#2916 see how the new methods are taken even though (FROB 42) is called all the time
[17:36:08] <phoe> what do you mean, "which read-stream method would need to be called"
[17:36:12] <phoe> you don't call methods in CL
[17:36:18] <phoe> your generic function does that for you
[17:37:24] <phoe> you call a generic function, and it chooses the most applicable method and calls it - and it can call the next method if/when it wants to
[17:37:46] <jkordani> per your paste, thing has a type associated with it, and the most specialized method will be called on that type
[17:37:55] <phoe> it has a *class* associated with it
[17:38:04] <phoe> CLOS works on classes rather than types, and the two are a bit separate
[17:38:19] <phoe> e.g. KEYWORD is a type, you can't specialize methods on it
[17:38:19] *** Quits: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com) (Read error: Connection reset by peer)
[17:38:35] *** Joins: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com)
[17:39:57] *** Quits: taiju (~user@240b:253:ec40:2400:b7d1:436e:2d61:e925) (Ping timeout: 240 seconds)
[17:40:13] <Bike> is the issue here that the read-stream GF only gets the stream, so it doesn't know what kind of object it's deserializing until it starts reading, so you can't have different methods for each kind of thing to deserialize?
[17:42:38] <phoe> there needs to be some way to figure that out - e.g. a JSON parser also doesn't know what it is about to deserialize, until it actually starts reading from the stream
[17:42:56] <phoe> if anything, it can try to peek at the first element of that stream without removing it from the stream and decide based on that
[17:43:12] <jkordani> right.  I used eql specialization, where my "read tag value" function returned an object with a keyword symbol for the value type, and then wrote another generic function that took a bytestream and the keyword symbol, where the specialization for that keyword symbol would get chosen and the right class deserialization function would be called
[17:43:19] *** Joins: Brucio-61 (~Brucio-61@ip-094-114-248-079.um31.pools.vodafone-ip.de)
[17:43:57] <phoe> so, (defun stream-element-object-type (stream-element) ...) that returns e.g. :FOO, and then call something like (defgeneric deserialize-object (object-type stream)) with methods like (defmethod deserialize-object ((object (eql :foo)) stream) ...)
[17:44:03] <phoe> yes
[17:44:27] <Bike> and now the issue is you want to add this optional system that maybe expands what stream-element-object-type can return?
[17:44:30] <phoe> and the STREAM-ELEMENT-OBJECT-TYPE function does the actual mapping between the "type tag" of the serialized representation and the keyword that will get passed into DESERIALIZE-OBJECT
[17:45:12] *** Quits: Brucio-61 (~Brucio-61@ip-094-114-248-079.um31.pools.vodafone-ip.de) (Client Quit)
[17:45:20] <jkordani> so for example, if there is a file type for which the bar package specialized to read a file format, and a read-file GF defined in foo+bar, foo must know enough about the file to allow for the foo+bar method to be selected
[17:45:25] <phoe> I think the question is what is the thing that is being extended here - do we want to add more type tags into STREAM-ELEMENT-OBJECT-TYPE, or do we want to call a "more efficient" method to DESERIALIZE-OBJECT that
[17:45:28] <jkordani> bike: yes
[17:45:43] <phoe> OK, so the former
[17:46:00] <phoe> I'd just get a hash table that FOO+BAR sets new value in
[17:46:06] <jkordani> phoe: that is what I wrote before, yes
[17:46:21] <phoe> and then S-E-O-T can consult the hash table and return the new keyword
[17:46:27] <Bike> so what is the issue.
[17:47:56] <hineios> Hello! I'm having trouble padding with #\FULL_STOP. I'm not really sure why, but using this format control "~80,1,0,.A[Done]" yields a format error for an unknown directive... doesn't ~a support for arguments?
[17:48:08] <hineios> *four arguments
[17:48:26] <Bike> does ~80,1,0,'.A[Done] work
[17:48:44] <hineios> uh
[17:48:46] <hineios> it does
[17:48:50] <Bike> ok great.
[17:48:55] <Bike> you need to quote character arguments.
[17:49:08] <Bike> this is to enable using a comma or other otherwise reserved character
[17:49:34] <hineios> yes, that makes sence
[17:50:09] <hineios> Thank you so much Bike
[17:50:16] <Bike> happy to help.
[17:50:32] *** Joins: Brucio-61 (~Brucio-61@ip-094-114-248-079.um31.pools.vodafone-ip.de)
[17:51:45] <phoe> jkordani: https://plaster.tymoon.eu/view/2917#2917
[17:51:47] <jkordani> in the case of hdf5 for example, the hdf5-cffi grovel process fails.  I'm trying to find a way to shield the user from this failure such that the rest of the system can load.  But if the foo+hdf5 system can be set up, then it will tie in in some way to foo that will allow foo to make use of it.  But in the way I wrote it before, foo needed
[17:51:47] <jkordani> knowledge of the underlying stream to determine which deserialize function to use.  In this case, if the hdf5-cffi won't load, I don't know the class of the object being passed in.  Even in the case of the way I wrote it before, given a bytestream to a function in order to discover what file type it is depends on being able to read that
[17:51:48] <jkordani> specialized file.  after which the right deserialization method can be selected.
[17:52:34] <phoe> if FOO+BAR fails to load, then the machinery in FOO still works
[17:53:00] <phoe> and other systems like FOO+QUUX can set up their own implementations and tie them into the system used by the main entry point, DESERIALIZE
[17:55:27] *** Joins: igemnace (~ian@user/igemnace)
[17:57:33] <jkordani> phoe: thank you!  I like that hash table approach very much.  The crux of the problem for me is that I don't know how to figure out the equivalent for peek-char for a binary format I can't use without loading FOO+BAR's functionality.  I have to hand roll enough out of band smarts to figure out what the tag is, at least I think I do.  Or in the
[17:57:33] <jkordani> case of a file I can shell out to the file command and hope there's a magic byte for the file type.  So it seems like there's no way around it, FOO must be able to determine what "type" is being passed in to the deserialization generic function
[17:57:43] *** Joins: Fare (~fare@pool-72-94-152-64.phlapa.fios.verizon.net)
[17:58:04] <jkordani> in the case of a file, the unix file command can be used to differentiate file types
[17:58:29] <phoe> jkordani: FOO+BAR's functionality?
[17:58:41] <phoe> PEEK-CHAR is only used in FOO, not FOO+BAR
[17:59:05] <phoe> oh, you mean you don't know how to recognize if you can deserialize a file
[17:59:11] <phoe> in that case you can try something else
[17:59:36] <jkordani> yes, peek char assumes knowledge about the bytestream
[17:59:45] <phoe> you want a collection of functions that try to understand a file format
[17:59:45] <jkordani> if I don't have that knowledge ahead of time, I can't do it this way
[18:00:00] <phoe> systems like FOO+BAR can PUSHNEW symbols into that list
[18:00:14] <phoe> and when you encounter a file, you call every function from that list until one of them returns something true
[18:00:28] <phoe> when such a function returns true, you know which concrete deserializer to use
[18:00:41] <phoe> if none return true, then you know you can't recognize that file
[18:01:21] <jkordani> ok that's what I see.  FOO must have enough knowlege about the object being passed in for method dispatch to choose the right method, there's no way around that
[18:02:16] <phoe> not really to choose the right method, but the right keyword to call DESERIALIZE-OBJECT with
[18:02:28] <jkordani> I guess thats the question, is there a way around it.  Yes that is a better way to say that
[18:02:40] <phoe> so, you need a mechanism that will accept such a byte stream, and will return such a keyword
