[00:05:56] *** Joins: ravella (~ravella@user/ryanavella)
[00:08:27] *** Joins: ofh (~felix@61.68.64.167)
[00:09:40] *** Quits: yelnah (~felix@193-119-99-118.tpgi.com.au) (Ping timeout: 256 seconds)
[00:13:26] *** Quits: phaleth (~user@user/phaleth) (Quit: WeeChat 2.8)
[00:20:38] *** Quits: fwg (~fwg@user/fwg) (Quit: so long and thanks for all the fish.)
[00:30:04] *** Quits: km (znc@user/km) (Remote host closed the connection)
[22:59:24] *** Joins: jjido (~Denis@2a02:c7f:5c91:e700:7136:8a20:fe1b:e17)
[23:00:18] *** Joins: jemius (~imperator@200116b82dddf400f3698a0dda26049f.dip.versatel-1u1.de)
[23:05:57] *** Quits: todo75 (~todo75@user/todo75) (Ping timeout: 240 seconds)
[23:06:03] *** Joins: c0sroe (~c0sroe@host86-181-35-135.range86-181.btcentralplus.com)
[23:06:50] *** Quits: c0sroe (~c0sroe@host86-181-35-135.range86-181.btcentralplus.com) (Client Quit)
[23:12:13] <andrewrk> streaming in 15min, upgrading zig to llvm 14: https://www.twitch.tv/andrewrok/
[23:14:12] *** Quits: Biolunar (biolunar@2a02:908:4b24:5000:ba27:ebff:fee0:75a) (Ping timeout: 250 seconds)
[23:16:11] *** Joins: Biolunar (~bio@2a02:908:4b24:5000:ba27:ebff:fee0:75a)
[23:19:04] *** Joins: terminalpusher (~terminalp@2a01:586:8e51:1:3197:8117:4d18:b86c)
[23:24:26] <jemius> andrewrk, https://i.imgflip.com/12s290.jpg
[23:33:34] *** Quits: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl) (Read error: Connection reset by peer)
[23:34:01] *** Joins: todo75 (~todo75@user/todo75)
[23:35:52] *** Joins: ur5us (~ur5us@2406:e002:6d58:d101:23b2:b738:8a21:f7ed)
[23:36:15] <motiejus> first time watching a twitch stream. Is there a (special) subset of people who can comment, or am I dumb and can't find it (I am logged in)?
[23:36:32] <motiejus> I can see comments, but can't find an editable textarea nowhere around it :)
[23:37:16] <companion_cube> you probably need to be logged in
[23:37:21] <companion_cube> *or* use the IRC bridge
[23:37:29] <ifreund> motiejus: he's not live yet, you are probably watching a recording of a past stream
[23:37:31] <companion_cube> (which might required login? not sure)
[23:37:51] <motiejus> haha, that may be the case
[23:37:57] *** Quits: todo75 (~todo75@user/todo75) (Ping timeout: 240 seconds)
[23:38:03] <ifreund> the IRC bridge requires an oath token
[23:38:19] <companion_cube> with blood
[23:38:23] <motiejus> thanks ifreund 
[23:38:28] <ifreund> no problem!
[23:43:34] *** Quits: terminalpusher (~terminalp@2a01:586:8e51:1:3197:8117:4d18:b86c) (Remote host closed the connection)
[23:54:51] *** Joins: todo75 (~todo75@user/todo75)
[23:58:57] *** Quits: todo75 (~todo75@user/todo75) (Ping timeout: 240 seconds)
