[00:08:46] *** Joins: Codaraxis (~Codaraxis@user/codaraxis)
[00:20:51] *** Joins: Pickchea (~private@user/pickchea)
[00:22:04] *** Quits: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl) (Read error: Connection reset by peer)
[00:26:57] <dragestil> https://batsov.com/articles/2021/11/28/firefox-is-the-only-alternative/
[00:27:28] *** Joins: codecolla (~codecolla@176-156-213-239.abo.bbox.fr)
[00:30:07] *** Quits: orbatos_ (~orbatos@user/orbatos) (Ping timeout: 256 seconds)
[00:30:48] *** Quits: GNUmoon (~GNUmoon@gateway/tor-sasl/gnumoon) (Ping timeout: 276 seconds)
[00:31:46] *** guerby_ is now known as guerby
[00:33:52] *** Quits: saintwatermelon (~root@176.120.118.91) (Ping timeout: 264 seconds)
[00:34:39] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Ping timeout: 256 seconds)
[21:14:17] *** Joins: kompowiec (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5)
[21:15:11] *** Joins: saintwatermelon (~root@91.203.24.166)
[21:17:02] <saintwatermelon> Hi. Could you show me how to find this free firmware repository for Raspberry Pi?
[21:17:02] *** Quits: fr33domlover (~fr33@2.53.150.205) (Ping timeout: 252 seconds)
[21:17:57] <GNUHacker> raspberry dont work without non-free software 
[21:18:00] <GNUHacker> sad
[21:18:15] <saintwatermelon> Yeah, I know, but would like to see how to contribute
[21:18:30] <GNUHacker> oh
[21:19:00] <GNUHacker> idk how
[21:19:02] *** Joins: kompowiec_ (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5)
[21:19:02] *** Quits: kompowiec (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5) (Remote host closed the connection)
[21:20:21] *** Quits: Myrcy (~myrcy@static-198-54-133-169.cust.tzulo.com) (Quit: Leaving)
[21:20:31] *** Quits: kompowiec_ (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5) (Client Quit)
[21:20:59] <saintwatermelon> > DiffieHellman: Yep, but libre firmware is being developed and will eventually be completed.
[21:21:57] <saintwatermelon> DiffieHellman: Hope that you will see my question
[21:23:16] *** Quits: Emulatorman (~andre@r167-57-41-10.dialup.adsl.anteldata.net.uy) (Read error: Connection reset by peer)
[21:23:22] *** Quits: chipox (~chipox@193.9.114.5) (Quit: Leaving)
[21:25:27] *** Joins: chipox (~chipox@217.138.221.186)
[21:27:21] *** Joins: sbodin (~sbodin@185.12.224.251)
[21:27:56] *** Joins: V-T60 (~username@91.203.24.166)
[21:29:51] <lispmacs[work]> saintwatermelon: did you find what you are looking for? Some Web searching led me to this link:
[21:29:54] <lispmacs[work]> https://github.com/librerpi/rpi-open-firmware
[21:40:09] *** Joins: Emulatorman (~andre@r179-24-1-165.dialup.adsl.anteldata.net.uy)
[21:40:10] *** Joins: thum_ (~thum@user/thum)
[21:41:38] *** Quits: thum (~thum@user/thum) (Ping timeout: 268 seconds)
[21:44:21] *** Joins: kompowiec (~kompowiec@89-64-44-63.dynamic.chello.pl)
[21:45:34] *** Quits: lispmacs[work] (~lispmacs@fsf/member/lispmacs) (Remote host closed the connection)
[21:47:15] *** Quits: kompowiec (~kompowiec@89-64-44-63.dynamic.chello.pl) (Remote host closed the connection)
[21:47:49] *** Joins: kompowiec (~kompowiec@89-64-44-63.dynamic.chello.pl)
[21:50:43] *** Quits: kompowiec (~kompowiec@89-64-44-63.dynamic.chello.pl) (Remote host closed the connection)
[21:51:44] *** Joins: kompowiec (~kompowiec@89-64-44-63.dynamic.chello.pl)
[21:52:37] *** Quits: kompowiec (~kompowiec@89-64-44-63.dynamic.chello.pl) (Remote host closed the connection)
[21:53:06] *** Quits: saintwatermelon (~root@91.203.24.166) (Ping timeout: 256 seconds)
[21:56:04] *** Joins: kompowiec (~kompowiec@89-64-44-63.dynamic.chello.pl)
[21:59:57] *** Quits: kompowiec (~kompowiec@89-64-44-63.dynamic.chello.pl) (Remote host closed the connection)
[22:00:03] *** Joins: kompowiec_ (~kompowiec@89-64-44-63.dynamic.chello.pl)
[22:01:52] *** Joins: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net)
[22:03:54] *** Quits: kompowiec_ (~kompowiec@89-64-44-63.dynamic.chello.pl) (Read error: Connection reset by peer)
[22:04:35] *** Quits: seabass (~seabass@user/seabass) (Quit: leaving)
[22:18:28] *** Quits: blackout69 (~blackout6@net-31-156-121-187.cust.vodafonedsl.it) (Quit: Leaving.)
[22:20:19] *** Joins: blackout69 (~blackout6@net-31-156-121-187.cust.vodafonedsl.it)
[22:20:38] *** Joins: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net)
[22:22:26] *** Joins: bin (~bin@user/bin)
[22:22:34] *** Quits: V-T60 (~username@91.203.24.166) (Ping timeout: 256 seconds)
[22:28:49] *** Quits: bin (~bin@user/bin) (Remote host closed the connection)
[22:29:00] *** gordonfish- is now known as gordonfish
[22:29:35] *** Joins: bin (~bin@user/bin)
[22:33:13] *** Joins: galex-713 (~quassel@galex-713.eu)
[22:34:02] *** Quits: RedSoxFan07 (~Thunderbi@d-159-250-218-50.ct.cpe.atlanticbb.net) (Ping timeout: 252 seconds)
[22:38:02] *** Joins: kompowiec (~kompowiec@2a02:a311:233d:9d80:d7c5:25d2:b5e3:68f5)
[22:47:50] *** Quits: KUrare (~KUrare@user/kurare) (Remote host closed the connection)
[22:48:10] *** Quits: urza9814 (~Thunderbi@2600:8805:8980:12:82fa:5bff:fe01:6d14) (Quit: urza9814)
[22:48:31] *** Joins: KUrare (~KUrare@user/kurare)
[22:49:18] *** Joins: Myrcy (~myrcy@static-198-54-133-105.cust.tzulo.com)
[22:49:20] *** Quits: KUrare (~KUrare@user/kurare) (Remote host closed the connection)
[22:49:48] *** Joins: KUrare (~KUrare@user/kurare)
[22:53:24] *** Joins: msk_ (~msk@185.124.240.158)
[22:53:54] *** Joins: realazthat (~realz@user/realz)
[22:54:00] *** Quits: msk_ (~msk@185.124.240.158) (Read error: Connection reset by peer)
[22:57:05] *** Quits: realz (~realz@user/realz) (Ping timeout: 256 seconds)
[22:57:29] *** Joins: Myrcies (~myrcy@static-198-54-133-171.cust.tzulo.com)
[22:59:53] *** Quits: Myrcy (~myrcy@static-198-54-133-105.cust.tzulo.com) (Ping timeout: 252 seconds)
[23:00:08] *** Quits: chipox (~chipox@217.138.221.186) (Quit: Leaving)
[23:03:36] *** Myrcies is now known as myrcy
[23:04:09] *** Joins: chipox (~chipox@185.204.1.224)
[23:07:33] *** Quits: chipox (~chipox@185.204.1.224) (Client Quit)
[23:07:57] *** Joins: chipox (~chipox@91.193.5.26)
[23:09:37] *** Parts: blackout69 (~blackout6@net-31-156-121-187.cust.vodafonedsl.it) ()
[23:17:19] *** Joins: monkwitdafunk (uid238811@fsf/member/monkwitdafunk)
[23:18:36] *** Quits: upekkha (~Advanced@2a01:4f8:1c0c:49df::1) (Quit: upekkha)
[23:18:47] *** Joins: upekkha (~Advanced@2a01:4f8:1c0c:49df::1)
[23:18:55] *** Quits: KUrare (~KUrare@user/kurare) (Read error: Connection reset by peer)
[23:22:33] *** Joins: RedSoxFan07 (~Thunderbi@d-159-250-218-50.ct.cpe.atlanticbb.net)
[23:24:16] *** Joins: Rynn (rynn@gateway/vpn/protonvpn/rynn)
[23:31:44] *** Quits: Rynn (rynn@gateway/vpn/protonvpn/rynn) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[23:37:46] *** Quits: RedSoxFan07 (~Thunderbi@d-159-250-218-50.ct.cpe.atlanticbb.net) (Remote host closed the connection)
[23:38:08] *** Joins: janubo_ (~janubo@2804:18:5800:1886:94ed:3188:2e3a:c489)
[23:38:24] *** Quits: janubo (~janubo@189.1.56.234) (Read error: Connection reset by peer)
[23:38:33] *** Joins: skapata (~Skapata@2804:14c:87b0:a6f9:c5ed:3c67:1c78:cc2e)
[23:38:34] *** Quits: skapata (~Skapata@2804:14c:87b0:a6f9:c5ed:3c67:1c78:cc2e) (Changing host)
[23:38:34] *** Joins: skapata (~Skapata@user/skapata)
[23:38:38] *** Joins: janubo (~janubo@189.1.56.234)
[23:40:04] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[23:41:29] *** Joins: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net)
[23:41:42] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Client Quit)
[23:42:38] *** Joins: Rynn (rynn@gateway/vpn/protonvpn/rynn)
[23:42:52] *** Quits: janubo_ (~janubo@2804:18:5800:1886:94ed:3188:2e3a:c489) (Ping timeout: 264 seconds)
[23:43:02] *** Quits: janubo (~janubo@189.1.56.234) (Ping timeout: 256 seconds)
[23:43:09] *** Joins: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net)
[23:43:50] *** Joins: jokoon (~eio@2a01:e0a:542:e160:ec4a:8bf:770c:2b75)
[23:44:07] *** Joins: janubo (~janubo@2804:18:5800:1886:110a:6aa6:f829:3672)
[23:48:23] *** Quits: Rynn (rynn@gateway/vpn/protonvpn/rynn) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[23:52:03] *** Quits: Megver83 (~Icedove@pc-88-170-100-190.cm.vtr.net) (Ping timeout: 256 seconds)
[23:52:52] *** Joins: fizeau (~user@2a01:cb1c:8260:200:ad34:e652:b306:f8ed)
[23:55:42] *** Quits: GNUHacker (~foobar@fsf/member/GNUHacker) (Remote host closed the connection)
[23:55:43] *** Joins: Rynn (rynn@gateway/vpn/protonvpn/rynn)
[23:55:52] *** Quits: fizeau (~user@2a01:cb1c:8260:200:ad34:e652:b306:f8ed) (Remote host closed the connection)
[23:57:00] *** Joins: RedSoxFan07 (~Thunderbi@d-159-250-218-50.ct.cpe.atlanticbb.net)
[23:57:15] *** Joins: andrzejku (~andrzejku@45-11-60-125.ip4.greenlan.pl)
[23:59:05] *** Joins: GNUHacker (~foobar@fsf/member/GNUHacker)
