[00:00:34] *** Joins: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle)
[00:03:38] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[00:09:41] *** Quits: jmdaemon (~jmdaemon@user/jmdaemon) (Ping timeout: 250 seconds)
[00:12:52] *** Joins: jmdaemon (~jmdaemon@user/jmdaemon)
[00:15:57] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[00:16:57] *** Joins: SchmoSeph (uid530771@tinside.irccloud.com)
[00:19:39] *** Quits: Szadek (~Szadek@185.209.196.178) (Ping timeout: 256 seconds)
[00:19:45] *** Joins: m0viefreak (~asdf@user/m0viefreak)
[00:20:33] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 256 seconds)
[00:21:29] *** Joins: ssiyad (~ssiyad@user/ssiyad)
[00:21:31] *** Joins: Szadek (~Szadek@92.60.40.220)
[00:25:35] *** Quits: Hackerpcs (~user@user/hackerpcs) (Quit: Hackerpcs)
[15:10:52] *** Joins: japh (~scp1@user/japh)
[15:13:51] *** Quits: bartholin (~bartholin@158.110.70.210) (Ping timeout: 256 seconds)
[15:15:27] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[15:22:29] *** Joins: john_johnk (~Thunderbi@232.58.140.77.rev.sfr.net)
[15:23:38] *** Quits: guido (~weechat@2001:b07:6455:ac4f:3641:5dff:fe55:2a8f) (Quit: WeeChat 3.4)
[15:26:43] *** Joins: bartholin (~bartholin@158.110.70.210)
[15:29:40] *** Joins: kdudka_ (kdudka@nat-pool-brq-t.redhat.com)
[15:31:57] *** Quits: kdudka (kdudka@nat-pool-brq-t.redhat.com) (Ping timeout: 240 seconds)
[15:44:15] *** Joins: ss4 (~wootehfoo@user/wootehfoot)
[15:48:25] *** Quits: wootehfoot (~wootehfoo@user/wootehfoot) (Ping timeout: 256 seconds)
[15:49:28] *** Quits: ss4 (~wootehfoo@user/wootehfoot) (Quit: Leaving)
[15:52:49] *** Joins: guido (~weechat@host-95-238-252-231.retail.telecomitalia.it)
[15:54:31] *** Joins: DibbTubberOne (~DibbDibbe@2a02:908:956:3ce0::3530)
[15:56:07] *** Quits: bartholin (~bartholin@158.110.70.210) (Ping timeout: 256 seconds)
[15:56:24] *** Joins: bartholin (~bartholin@158.110.70.210)
[15:57:07] *** Joins: Kulrak (~Kulrak@n122-109-158-59.rdl2.qld.optusnet.com.au)
[15:58:37] *** Quits: john_johnk (~Thunderbi@232.58.140.77.rev.sfr.net) (Ping timeout: 256 seconds)
[16:01:02] *** Joins: wootehfoot (~wootehfoo@user/wootehfoot)
[16:05:48] *** Joins: cdown (~cdown@188.214.11.14)
[16:10:46] *** Joins: xx (~xx@user/xx)
[16:21:20] *** Joins: rex4539 (~rex4539@gateway/tor-sasl/rex4539)
[16:22:07] *** Quits: trace987 (~trace@ip5b42976d.dynamic.kabel-deutschland.de) (Remote host closed the connection)
[16:24:21] *** Joins: jklfds_ (~jklfds@user/jklfds)
[16:26:57] *** Quits: rex4539 (~rex4539@gateway/tor-sasl/rex4539) (Ping timeout: 276 seconds)
[16:29:13] *** Quits: bartholin (~bartholin@158.110.70.210) (Ping timeout: 256 seconds)
[16:30:44] *** Joins: bartholin (~bartholin@158.110.70.210)
[16:32:48] *** Joins: nyah (~nyah@05453449.skybroadband.com)
[16:35:16] *** Joins: trace987 (~trace@ip5b42976d.dynamic.kabel-deutschland.de)
[16:35:35] *** Joins: zeden (~zeden@user/zeden)
[16:42:42] *** Joins: bomb-on (~bomb-on@194.144.47.113)
[16:49:39] *** Joins: maledictium (~crux@bl23-232-57.dsl.telepac.pt)
[17:00:59] *** Quits: weltio (~weltio@80.90.154.190) (Quit: Konversation terminated!)
[17:06:35] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[17:10:58] *** Joins: trevors (~trevors@user/trevors)
[17:12:03] *** Quits: jklfds_ (~jklfds@user/jklfds) (Ping timeout: 256 seconds)
[17:34:57] *** Quits: bartholin (~bartholin@158.110.70.210) (Ping timeout: 256 seconds)
[17:48:30] *** Joins: bartholin (~bartholin@158.110.70.210)
[17:49:43] *** Quits: Torr (~Torr@user/torr) ()
[18:03:55] *** Quits: SWISSMANN (~SWISSMANN@2001-4dd2-5e3c-0-df30-62d1-7594-7534.ipv6dyn.netcologne.de) (Quit: WeeChat 3.4)
[18:04:51] *** Joins: SWISSMANN (~SWISSMANN@2001-4dd2-5e3c-0-df30-62d1-7594-7534.ipv6dyn.netcologne.de)
[18:09:55] *** Joins: Guest63 (~Guest63@240f:3e:f941:1:4945:7b76:711a:2178)
[18:11:47] *** Parts: Guest63 (~Guest63@240f:3e:f941:1:4945:7b76:711a:2178) ()
[18:17:50] *** Quits: kdudka_ (kdudka@nat-pool-brq-t.redhat.com) (Quit: Leaving)
[18:22:29] *** Quits: DibbTubberOne (~DibbDibbe@2a02:908:956:3ce0::3530) (Quit: Leaving)
[18:25:03] *** Quits: japh (~scp1@user/japh) (Ping timeout: 256 seconds)
[18:26:46] *** Joins: japh (~scp1@user/japh)
[18:26:53] *** Joins: cdown_ (~cdown@163.114.131.1)
[18:29:35] *** Quits: cdown (~cdown@188.214.11.14) (Ping timeout: 256 seconds)
[18:29:45] *** cdown_ is now known as cdown
[18:35:20] *** Joins: enoq (~enoq@2a05:1141:1f5:5600:b9c9:721a:599:bfe7)
[18:36:08] *** Joins: rex4539 (~rex4539@gateway/tor-sasl/rex4539)
[18:47:57] *** Quits: bartholin (~bartholin@158.110.70.210) (Ping timeout: 240 seconds)
[18:56:04] *** Joins: zephros (~zephros@94.198.42.252)
[19:00:51] *** Joins: bartholin (~bartholin@158.110.70.210)
[19:03:44] *** Joins: jklfds_ (~jklfds@user/jklfds)
[19:26:01] *** Quits: bartholin (~bartholin@158.110.70.210) (Ping timeout: 256 seconds)
[19:29:25] *** Quits: prg (~prg@2001:19f0:5:9c1:1d2f:7937:5cb0:da6f) (Quit: ZNC 1.8.2 - https://znc.in)
[19:31:44] *** Quits: trace987 (~trace@ip5b42976d.dynamic.kabel-deutschland.de) (Remote host closed the connection)
[19:34:03] *** Joins: prg (~prg@xannode.com)
[19:34:35] *** Joins: zenof (~zenofthin@88.130.155.246)
[19:37:43] *** Joins: bartholin (~bartholin@158.110.70.210)
[20:00:16] *** Joins: greedom (~greedom@p200300de67153700517adaa6127c2317.dip0.t-ipconnect.de)
[20:02:45] *** Quits: Atque (~Atque@user/atque) (Ping timeout: 276 seconds)
[20:04:23] *** Quits: bartholin (~bartholin@158.110.70.210) (Ping timeout: 250 seconds)
[20:05:55] *** Joins: Atque (~Atque@user/atque)
[20:17:32] *** Joins: bartholin (~bartholin@158.110.70.210)
[20:47:23] *** Quits: ahmedelgabri (~ahmedelga@2a02-a446-d88a-1-78c2-78dc-1eab-2aa3.fixed6.kpn.net) (Ping timeout: 256 seconds)
[20:47:52] *** Joins: csm3105 (~csm3105@2a02:2e02:3e4:d00:4b21:8c8f:fc36:ee33)
[20:48:41] *** Quits: csm3105 (~csm3105@2a02:2e02:3e4:d00:4b21:8c8f:fc36:ee33) (Remote host closed the connection)
[20:49:52] *** Joins: csm3105 (~csm3105@2a02:2e02:3e4:d00:4b21:8c8f:fc36:ee33)
[20:49:57] *** Quits: csm3105 (~csm3105@2a02:2e02:3e4:d00:4b21:8c8f:fc36:ee33) (Client Quit)
[20:55:34] *** Quits: greedom (~greedom@p200300de67153700517adaa6127c2317.dip0.t-ipconnect.de) ()
[20:55:44] *** Joins: todo75 (~todo75@user/todo75)
[21:10:17] *** Quits: bartholin (~bartholin@158.110.70.210) (Ping timeout: 256 seconds)
[21:11:59] *** Joins: emanuele6 (~emanuele6@user/emanuele6)
[21:23:20] *** Quits: iomari891 (~iomari891@105.112.138.38) (Quit: WeeChat 3.3)
[21:29:57] *** Quits: lxsameer (~lxsameer@user/lxsameer) (Ping timeout: 240 seconds)
[21:33:22] *** Quits: enoq (~enoq@2a05:1141:1f5:5600:b9c9:721a:599:bfe7) (Quit: enoq)
[21:40:06] *** Joins: otisolsen70_ (~otisolsen@xd4ed80b5.cust.hiper.dk)
[21:43:17] *** Quits: otisolsen70 (~otisolsen@xd4ed80b5.cust.hiper.dk) (Ping timeout: 240 seconds)
[21:43:43] *** Joins: ahmedelgabri (~ahmedelga@2a02-a446-d88a-1-78c2-78dc-1eab-2aa3.fixed6.kpn.net)
[21:51:57] *** Quits: ahmedelgabri (~ahmedelga@2a02-a446-d88a-1-78c2-78dc-1eab-2aa3.fixed6.kpn.net) (Ping timeout: 240 seconds)
[21:52:29] *** Quits: zenof (~zenofthin@88.130.155.246) (Quit: Leaving)
[21:54:17] *** Quits: xx (~xx@user/xx) (Changing host)
[21:54:17] *** Joins: xx (~xx@something/shorter/than/user/xx)
[21:55:34] *** Quits: xx (~xx@something/shorter/than/user/xx) (Changing host)
[21:55:34] *** Joins: xx (~xx@user/xx)
[22:15:26] *** Joins: ahmedelgabri (~ahmedelga@2a02-a446-d88a-1-78c2-78dc-1eab-2aa3.fixed6.kpn.net)
[22:20:53] *** Quits: ahmedelgabri (~ahmedelga@2a02-a446-d88a-1-78c2-78dc-1eab-2aa3.fixed6.kpn.net) (Ping timeout: 256 seconds)
[22:32:38] *** Joins: john_johnk (~Thunderbi@232.58.140.77.rev.sfr.net)
[22:34:03] *** Joins: DibbTubberOne (~DibbDibbe@2a02:908:956:3ce0::3530)
[22:44:51] *** Joins: ahmedelgabri (~ahmedelga@2a02-a446-d88a-1-78c2-78dc-1eab-2aa3.fixed6.kpn.net)
[22:48:57] *** Quits: ahmedelgabri (~ahmedelga@2a02-a446-d88a-1-78c2-78dc-1eab-2aa3.fixed6.kpn.net) (Ping timeout: 240 seconds)
[23:05:57] *** Quits: todo75 (~todo75@user/todo75) (Ping timeout: 240 seconds)
[23:06:57] *** Quits: DibbTubberOne (~DibbDibbe@2a02:908:956:3ce0::3530) (Quit: Leaving)
[23:12:36] *** Joins: larryv (~larryv@zsh/patchmanager/larryv)
[23:24:21] *** Joins: ahmedelgabri (~ahmedelga@2a02-a446-d88a-1-78c2-78dc-1eab-2aa3.fixed6.kpn.net)
[23:34:01] *** Joins: todo75 (~todo75@user/todo75)
[23:37:57] *** Quits: todo75 (~todo75@user/todo75) (Ping timeout: 240 seconds)
[23:47:01] *** Quits: jklfds_ (~jklfds@user/jklfds) (Ping timeout: 256 seconds)
[23:47:55] *** Joins: joilerv (~joilerv@135.129.250.144)
[23:48:42] *** Quits: joilerv (~joilerv@135.129.250.144) (Client Quit)
[23:54:51] *** Joins: todo75 (~todo75@user/todo75)
[23:56:06] *** Joins: ahmedelg1 (~ahmedelga@2a02-a446-d88a-1-5c88-ee7c-5276-c5ee.fixed6.kpn.net)
[23:57:52] *** Joins: joilerv (~joilerv@135.129.250.144)
[23:58:49] *** Quits: ahmedelgabri (~ahmedelga@2a02-a446-d88a-1-78c2-78dc-1eab-2aa3.fixed6.kpn.net) (Ping timeout: 250 seconds)
[23:58:57] *** Quits: todo75 (~todo75@user/todo75) (Ping timeout: 240 seconds)
