[00:00:34] *** Joins: BlackIkeEagle (~BlackIkeE@archlinux/trusteduser/blackikeeagle)
[00:05:46] <relipse> ok i figured it out
[23:06:19] *** Joins: Error (~err@user/error)
[23:12:56] *** Joins: BadAdviceCat (~BadAdvice@user/badadvicecat)
[23:18:19] *** Joins: olle (~olle@i5E866D84.versanet.de)
[23:18:34] <olle> Any good synonym to `do(fn () ... );`
[23:18:37] <olle> ?
[23:18:46] <olle> run() perhaps
[23:18:47] <olle> Hm.
[23:18:56] <olle> app() or apply()
[23:20:03] *** Quits: d3sync (~d3sync@62.1.158.240) (Ping timeout: 256 seconds)
[23:20:57] *** Joins: stenno (~stenno@user/stenno)
[23:22:14] <biberu> olle: context? apply has other associations for me
[23:22:18] *** Quits: fef (~thedawn@user/thedawn) (Ping timeout: 276 seconds)
[23:22:32] <olle> Hmmm
[23:22:37] <olle> biberu: command object list
[23:22:59] <olle> Or, an easy way to collect command objects and then run them later
[23:23:15] *** Joins: d3sync (~d3sync@46.246.162.135.dsl.dyn.forthnet.gr)
[23:23:19] <biberu> what are you doing with the results?
[23:23:24] <olle> "do" would be perfect, because in Haskell it's do-notation
[23:23:33] <olle> biberu: It's assumed results are not needed ^^
[23:23:43] <olle> Or, that's outside my use-case
[23:24:02] <olle> Buuut, possible, if false is returned, do not continue in the command list.
[23:24:14] *** Joins: shailangsa (~shailangs@host86-185-98-37.range86-185.btcentralplus.com)
[23:25:04] <__adrian> enqueue()
[23:25:12] <olle> Oooh
[23:25:24] <olle> Shorter, like que() maybe.
[23:25:24] <__adrian> this sounds more like "add to list of things to do" than "do"
[23:25:35] <__adrian> DO NOT ABRVT
[23:25:36] <biberu> sounds like a reduce to me
[23:26:05] <olle> __adrian: well, that's what do-notation does in Haskell too :) As I understand it. But by wrapping everything in closures.
[23:26:39] <biberu> or if you want to handle failures in a functional way: sequence
[23:26:58] <__adrian> is it  $x->do($a, $b, $c)  or  $x->do($a)->do($b)->do($c)->go()  ?
[23:27:04] <olle> Right, seq()
[23:27:19] *** Quits: orr (~onildo@177.130.3.13) (Quit: Leaving)
[23:27:40] <olle> __adrian: do() has a static variable, which means independent functions can do() stuff and then at top of stacktrace, it can do()->run(); to execute the list (by traversing the command tree or something)
[23:27:53] <olle> Point would be to make more functions unit-testable
[23:27:56] * __adrian grumbles
[23:27:59] <olle> hahaha
[23:28:19] <olle> Well, the alternative is for each function to return command objects and manage them that way
[23:32:01] <__adrian> why is this not a CallbackSequence object or something
[23:34:34] *** Quits: magla (~gelignite@d536277f.access.ecotel.net) (Read error: Connection reset by peer)
[23:34:50] *** Joins: magla (~gelignite@d536277f.access.ecotel.net)
[23:35:16] <stenno> wt
[23:35:39] <stenno> with 'do', i think about statements getting expressionized
[23:36:58] <__adrian> "do" does sound overly generalized, especially as a function (vs. method) name
[23:37:16] <__adrian> but i'm talking about that fact that it's a function () { static }
[23:37:26] <Error> hiya.. im lost again why this code is not getting the whole file.. https://paste.ircnow.org/gtunox2n0t27sdmjklin/ well its usual im lost again!
[23:37:27] <__adrian> let's not bring that back
[23:37:32] <stenno> in js its called 'do-expression', and haskell has its own 'do' too as mentioned by olle
[23:38:50] *** Joins: operateur (~operateur@109-93-127-25.dynamic.isp.telekom.rs)
[23:39:03] *** Quits: ge (~g@37.214.33.95) (Remote host closed the connection)
[23:39:11] *** Joins: NiKaN (sid385034@id-385034.helmsley.irccloud.com)
[23:39:34] <olle> It *is* CallbackSequence
[23:39:37] <olle> But a tree
[23:40:06] <__adrian> you know, now that you mention it, that's great. because php has  do..while, which means you can't implement this horrible naming decision anyway.
[23:41:51] <olle> stenno: OK, have to google that one
[23:41:55] <varrg> I think __clone() should receive the original object. *opinion*
[23:42:49] <stenno> olle: stage-1 https://github.com/tc39/proposal-do-expressions
[23:43:13] *** Quits: operateur (~operateur@109-93-127-25.dynamic.isp.telekom.rs) (Ping timeout: 250 seconds)
[23:43:35] <olle> o0
[23:43:47] <stenno> so very far from actually being in the language
[23:44:11] <stenno> right now we are waiting more on throw-expression
[23:44:34] <stenno> stage-2 https://github.com/tc39/proposal-throw-expressions
[23:45:20] * stenno enviously glances to php match expressions
