[00:01:02] <Arsimael> Atsuko, I already< tried this. Here's the fun part: Even if I call ffmpeg with "ffmpeg -blah >/dev/null" it still shows that debug/verbose stuff. If I run it outside of the script: No problem at all.
[00:07:05] <another|> what stuff?
[00:13:29] *** Joins: Gaboradon (~Gaboradon@user/Gaboradon)
[00:15:01] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[00:16:41] *** Joins: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net)
[00:17:10] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Client Quit)
[10:55:52] *** Quits: angular_mike_ (sid45533@ilkley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: ullbeking_ (sid5364@ilkley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: keypusher (keypusher@user/keypusher) (*.net *.split)
[10:55:52] *** Quits: theracermaster (~theracerm@52.79.209.35.bc.googleusercontent.com) (*.net *.split)
[10:55:52] *** Quits: bencoh (~bencoh@user/bencoh) (*.net *.split)
[10:55:52] *** Quits: nitroxis (n@nxs.re) (*.net *.split)
[10:55:52] *** Quits: LRN (~LRN@broadband-95-84-200-6.ip.moscow.rt.ru) (*.net *.split)
[10:55:52] *** Quits: Obscenity (~Obscenity@user/obscenity) (*.net *.split)
[10:55:52] *** Quits: foonix (1004@ip-86-49-65-192.net.upcbroadband.cz) (*.net *.split)
[10:55:52] *** Quits: lmat (~Lmat@c-68-58-60-231.hsd1.in.comcast.net) (*.net *.split)
[10:55:52] *** Quits: ttys000 (~ttys000@user/ttys000) (*.net *.split)
[10:55:52] *** Quits: KombuchaKip (~kip@192.252.230.5) (*.net *.split)
[10:55:52] *** Quits: lexano (~lexano@174.119.69.134) (*.net *.split)
[10:55:52] *** Quits: treefrob (~treefrob@p57a96ba4.dip0.t-ipconnect.de) (*.net *.split)
[10:55:52] *** Quits: jbg (~jbg@user/jbg) (*.net *.split)
[10:55:52] *** Quits: ocrete (~ocrete@gyros.collabora.co.uk) (*.net *.split)
[10:55:52] *** Quits: morpheuz (~morpheuz@user/morpheuz) (*.net *.split)
[10:55:52] *** Quits: nikos (~nikos@nikos.dev) (*.net *.split)
[10:55:52] *** Quits: fsphil (~fsphil@ursa.sanslogic.co.uk) (*.net *.split)
[10:55:52] *** Quits: furq (~furq@b23.be) (*.net *.split)
[10:55:52] *** Quits: justGhost (~justache@user/justache) (*.net *.split)
[10:55:52] *** Quits: scoobydoo (~scooby@user/scoobydoo) (*.net *.split)
[10:55:52] *** Quits: jwash (~jwash@c-73-254-46-148.hsd1.wa.comcast.net) (*.net *.split)
[10:55:52] *** Quits: blinky42 (~quassel@user/blinky42) (*.net *.split)
[10:55:52] *** Quits: galad (~galad@104.244.73.90) (*.net *.split)
[10:55:52] *** Quits: bertieb (~bertieb@217.155.39.147) (*.net *.split)
[10:55:52] *** Quits: michaelni (~michael@213-47-68-29.cable.dynamic.surfer.at) (*.net *.split)
[10:55:53] *** Quits: tinystoat (~squeek@user/tinystoat) (*.net *.split)
[10:56:01] *** Joins: rsx (~dummy@ppp-188-174-147-214.dynamic.mnet-online.de)
[10:58:06] *** Joins: orthoplex64 (~crm@70.120.0.94)
[10:58:06] *** Joins: angular_mike_ (sid45533@ilkley.irccloud.com)
[10:58:06] *** Joins: ullbeking_ (sid5364@ilkley.irccloud.com)
[10:58:06] *** Joins: keypusher (keypusher@user/keypusher)
[10:58:06] *** Joins: theracermaster (~theracerm@52.79.209.35.bc.googleusercontent.com)
[10:58:06] *** Joins: bencoh (~bencoh@user/bencoh)
[10:58:06] *** Joins: nitroxis (n@nxs.re)
[10:58:06] *** Joins: LRN (~LRN@broadband-95-84-200-6.ip.moscow.rt.ru)
[10:58:06] *** Joins: Obscenity (~Obscenity@user/obscenity)
[10:58:06] *** Joins: foonix (1004@ip-86-49-65-192.net.upcbroadband.cz)
[10:58:06] *** Joins: lmat (~Lmat@c-68-58-60-231.hsd1.in.comcast.net)
[10:58:06] *** Joins: ttys000 (~ttys000@user/ttys000)
[10:58:06] *** Joins: KombuchaKip (~kip@192.252.230.5)
[10:58:06] *** Joins: lexano (~lexano@174.119.69.134)
[10:58:06] *** Joins: treefrob (~treefrob@p57a96ba4.dip0.t-ipconnect.de)
[10:58:06] *** Joins: jbg (~jbg@user/jbg)
[10:58:06] *** Joins: ocrete (~ocrete@gyros.collabora.co.uk)
[10:58:06] *** Joins: morpheuz (~morpheuz@user/morpheuz)
[10:58:06] *** Joins: nikos (~nikos@nikos.dev)
[10:58:06] *** Joins: fsphil (~fsphil@ursa.sanslogic.co.uk)
[10:58:06] *** Joins: furq (~furq@b23.be)
[10:58:06] *** Joins: justGhost (~justache@user/justache)
[10:58:06] *** Joins: scoobydoo (~scooby@user/scoobydoo)
[10:58:06] *** Joins: jwash (~jwash@c-73-254-46-148.hsd1.wa.comcast.net)
[10:58:06] *** Joins: blinky42 (~quassel@user/blinky42)
[10:58:06] *** Joins: galad (~galad@104.244.73.90)
[10:58:06] *** Joins: bertieb (~bertieb@217.155.39.147)
[10:58:06] *** Joins: michaelni (~michael@213-47-68-29.cable.dynamic.surfer.at)
[10:58:06] *** Joins: tinystoat (~squeek@user/tinystoat)
[10:58:06] *** Joins: Nick_d0gb0y (sid467444@id-467444.lymington.irccloud.com)
[10:58:06] *** Joins: video2go (sid515994@id-515994.lymington.irccloud.com)
[10:59:25] *** Quits: dreamon (~dreamon@pd9503995.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[11:02:35] *** Quits: Vonter (~Vonter@user/vonter) (Ping timeout: 256 seconds)
[11:04:43] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[11:06:56] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[11:08:21] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[11:09:18] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[11:09:45] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[11:10:09] *** Joins: Volgaar (~volgaar@2a01:cb14:675:e500:e1a8:ddac:588e:abe1)
[11:11:30] *** Joins: someuser (~user@197.54.43.98)
[11:13:12] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[11:13:35] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[11:16:12] *** Joins: Vonter (~Vonter@user/vonter)
[11:16:37] *** Joins: wyatt8750 (~wyatt8740@104.168.34.155)
[11:17:38] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[11:18:03] *** Joins: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de)
[11:18:07] *** Quits: wyatt8740 (~wyatt8740@149.164.111.65) (Ping timeout: 256 seconds)
[11:18:21] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (Client Quit)
[11:22:58] *** Joins: MajorBiscuit (~MajorBisc@86-88-79-148.fixed.kpn.net)
[11:26:37] *** Quits: foul_owl (~kerry@94.140.8.105) (Ping timeout: 256 seconds)
[11:27:19] *** Joins: xkuru (~xkuru@user/xkuru)
[11:27:45] *** Quits: MajorBiscuit (~MajorBisc@86-88-79-148.fixed.kpn.net) (Ping timeout: 256 seconds)
[11:29:10] *** Joins: MajorBiscuit (~MajorBisc@c-001-015-052.client.tudelft.eduvpn.nl)
[11:30:34] *** Joins: jkwnki (~jkwnki@p4fedb869.dip0.t-ipconnect.de)
[11:31:17] *** Quits: someuser (~user@197.54.43.98) (Ping timeout: 240 seconds)
[11:31:30] *** Joins: palasso (~palasso@user/palasso)
[11:33:02] *** Quits: gnoo (gnoo@user/gnoo) (Ping timeout: 240 seconds)
[11:33:17] *** Joins: kurosu (uid342582@hampstead.irccloud.com)
[11:35:41] *** Quits: Vonter (~Vonter@user/vonter) (Ping timeout: 256 seconds)
[11:38:33] *** Joins: itsalexjones (~itsalexjo@82.4.99.241)
[11:41:18] *** Joins: foul_owl (~kerry@94.140.8.107)
[11:41:31] *** Joins: ivanich (~ivanich@45-140-123-239.broadband.tenet.odessa.ua)
[11:42:27] *** Joins: gnoo (gnoo@user/gnoo)
[11:46:38] *** Joins: Vonter (~Vonter@user/vonter)
[11:50:30] *** Quits: meepmeep_ (~meepmeep@end.of.cylind.re) (Quit: Yippee-kay-yay)
[11:50:41] *** Joins: meepmeep (~meepmeep@end.of.cylind.re)
[12:00:27] *** Quits: Vonter (~Vonter@user/vonter) (Read error: Connection reset by peer)
[12:02:04] *** Joins: Vonter (~Vonter@user/vonter)
[12:09:39] *** Quits: Icedream (~icedream@hzn-b.serverkomplex.de) (Quit: A lol made me boom.)
[12:19:34] *** Quits: ss4 (~wootehfoo@user/wootehfoot) (Quit: Leaving)
[12:19:50] *** Joins: wootehfoot (~wootehfoo@user/wootehfoot)
[12:21:27] *** Joins: Muimi_ (~Muimi@45.76.70.118)
[12:22:03] *** Joins: eXtr3m0 (~eXtr3m0@user/eXtr3m0)
[12:24:37] *** Quits: Muimi (~Muimi@45.76.70.118) (Ping timeout: 240 seconds)
[12:24:44] *** Muimi_ is now known as Muimi
[12:25:18] <aphysically> in srt can some stuff like "rcvbuf" only be negotiated from the listener side, or if it's specified only on the sender will it be honored?
[12:26:06] *** Quits: HumanG33k (~HumanG33k@2a01:e0a:95:5d90:215:c5ff:fe68:fb04) (Ping timeout: 260 seconds)
[12:27:00] *** Joins: HumanG33k (~HumanG33k@2a01:e0a:95:5d90:215:c5ff:fe68:fb04)
[12:27:36] *** Joins: Muimi_ (Muimi@2409:8915:2600:e8cc:29f7:b9dc:502c:c3d)
[12:28:13] *** Joins: Icedream (~icedream@hzn-b.serverkomplex.de)
[12:30:59] *** Quits: Muimi (~Muimi@45.76.70.118) (Ping timeout: 256 seconds)
[12:31:06] *** Muimi_ is now known as Muimi
[12:34:27] *** Joins: x_kuru (~xkuru@user/xkuru)
[12:36:37] *** Quits: xkuru (~xkuru@user/xkuru) (Ping timeout: 240 seconds)
[12:41:05] *** Quits: lewisje (~lewisje@72.49.207.113) (Quit: Leaving)
[12:42:57] *** Quits: mateo` (~mateo@ffmpeg/developer/mateo) (Ping timeout: 240 seconds)
[12:48:44] *** Joins: cluelessperson (~cluelessp@user/cluelessperson)
[12:49:06] <cluelessperson> I have an old, very hard to find dvd I'd like to dump to a modern codec/format with subtitles.
[12:49:11] <cluelessperson> not sure how to go about this. :P
[12:57:04] *** Joins: mateo` (~mateo@ffmpeg/developer/mateo)
[13:00:26] *** Joins: dreamon (~dreamon@ppp-88-217-91-105.dynamic.mnet-online.de)
[13:09:37] *** Quits: jkwnki (~jkwnki@p4fedb869.dip0.t-ipconnect.de) (Ping timeout: 240 seconds)
[13:11:39] *** Joins: lavaball (felix@31.204.155.215)
[13:16:53] *** Joins: dbal__ (~dbal@c-98-198-217-184.hsd1.tx.comcast.net)
[13:18:05] *** Joins: someuser (~user@197.54.43.98)
[13:18:10] *** Quits: someuser (~user@197.54.43.98) (Read error: Connection reset by peer)
[13:18:28] *** Joins: someuser (~user@197.54.43.98)
[13:18:35] *** Quits: dbal_ (~dbal@c-98-198-217-184.hsd1.tx.comcast.net) (Ping timeout: 268 seconds)
[13:19:59] *** Quits: dionys (dionys@user/dionys) (Quit: dionys)
[13:29:54] *** Joins: kasper93 (~kasper93@user/kasper93)
[13:46:15] *** Joins: pedalo (~pedalo@ip68.ip-141-94-15.eu)
[13:47:03] *** Quits: pedalo (~pedalo@ip68.ip-141-94-15.eu) (Remote host closed the connection)
[13:50:31] *** Joins: Jerrk (~Jerrk@185.213.154.234)
[13:50:34] *** Joins: sheepherd (~sheepherd@46-126-62-98.dynamic.hispeed.ch)
[14:00:57] *** Quits: saba4ka-mumu (~efsearfc@178.67.192.12) (Ping timeout: 240 seconds)
[14:06:25] *** Quits: Vonter (~Vonter@user/vonter) (Ping timeout: 256 seconds)
[14:11:39] *** Joins: Vonter (~Vonter@user/vonter)
[14:12:01] *** Joins: Muimi_ (~Muimi@2001:19f0:6001:5706:5400:3ff:feb7:9796)
[14:12:40] <sheepherd>  
[14:14:18] <sheepherd> hi all, i have maybe a ffmpeg related question regarding audio recording
[14:14:57] *** Quits: Muimi (Muimi@2409:8915:2600:e8cc:29f7:b9dc:502c:c3d) (Ping timeout: 240 seconds)
[14:14:59] *** Muimi_ is now known as Muimi
[14:16:16] <sheepherd> so i am on a raspberry pi 3 with pisound soundcard. recording via arecord works, via ffmpeg i get xruns every few seconds that lead to gaps in the recording
[14:16:43] <sheepherd> $ arecord -f S16_LE -c 2 -r 48000 -D hw:CARD=pisound test_arecord.wav
[14:16:59] <sheepherd> $ ffmpeg -f alsa -i hw:CARD=pisound,DEV=0 test_ffmpeg.wav
[14:17:33] *** Joins: fkaa (~fkaa@user/fkaa)
[14:18:48] <sheepherd> before i start messing with recompiling the kernel for debugging options id like to check if theres something obvious i missed
[14:20:54] <sheepherd> the full output is here https://pastebin.com/WddpHCw3
[14:21:51] <sheepherd> setting buffer differently didnt help, thats pretty much all that i found gogling
[14:23:47] <sheepherd> happy for any hints or additional information needed
[14:29:17] *** Quits: ivanich (~ivanich@45-140-123-239.broadband.tenet.odessa.ua) (Ping timeout: 240 seconds)
[14:33:29] <sheepherd> my goal is to have a mp3 output file, which is a two step process right now. using ffmpeg to transform the arecord wav to mp3 works flawlessly.
[14:34:21] *** Quits: AbleBacon (~AbleBacon@user/AbleBacon) (Read error: Connection reset by peer)
[14:48:41] *** Quits: thunfisch (~thunfisch@user/thunfisch) (Ping timeout: 256 seconds)
[14:48:50] *** Quits: Muimi (~Muimi@2001:19f0:6001:5706:5400:3ff:feb7:9796) (Quit: Going offline, see ya! (www.adiirc.com))
[14:49:36] *** Quits: lavaball (felix@31.204.155.215) (Remote host closed the connection)
[15:02:54] *** Quits: nobiz (~nobiz@user/nobiz) (Quit: The Lounge - https://thelounge.chat)
[15:03:34] *** Joins: nobiz (~nobiz@user/nobiz)
[15:12:51] *** Joins: cmp (~cmp@lfbn-ren-1-1617-58.w86-253.abo.wanadoo.fr)
[15:18:53] *** Quits: microchip_ (~neutrino@user/microchip/x-0766185) (Quit: There is no spoon!)
[15:20:28] *** Joins: thunfisch (~thunfisch@user/thunfisch)
[15:29:09] *** Quits: Vonter (~Vonter@user/vonter) (Read error: Connection reset by peer)
[15:36:02] *** Joins: Vonter (~Vonter@user/vonter)
[15:42:07] *** Joins: c7s (~c7s@user/c7s)
[15:44:15] *** Joins: ss4 (~wootehfoo@user/wootehfoot)
[15:45:49] *** Quits: Vonter (~Vonter@user/vonter) (Ping timeout: 256 seconds)
[15:47:23] *** Joins: ivanich (~ivanich@45-140-123-239.broadband.tenet.odessa.ua)
[15:48:25] *** Quits: wootehfoot (~wootehfoo@user/wootehfoot) (Ping timeout: 256 seconds)
[15:49:28] *** Quits: ss4 (~wootehfoo@user/wootehfoot) (Quit: Leaving)
[15:53:11] *** Joins: djk (~Thunderbi@pool-72-76-214-169.nwrknj.fios.verizon.net)
[15:54:13] *** Joins: Vonter (~Vonter@user/vonter)
[15:55:38] *** Quits: nobiz (~nobiz@user/nobiz) (Quit: The Lounge - https://thelounge.chat)
[15:56:17] *** Joins: nobiz (~nobiz@user/nobiz)
[16:01:02] *** Joins: wootehfoot (~wootehfoo@user/wootehfoot)
[16:11:29] *** Joins: minimal (~minimal@user/minimal)
[16:12:25] *** Joins: admal (~admal@gateway/tor-sasl/admal)
[16:26:09] *** Quits: Nex8192_ (~Nex8192@user/nex8192) (Quit: Don't watch me die)
[16:30:30] *** Joins: Nex8192 (~Nex8192@user/nex8192)
[16:43:03] *** Quits: michaelni (~michael@213-47-68-29.cable.dynamic.surfer.at) (Ping timeout: 256 seconds)
[16:43:17] *** Quits: nobiz (~nobiz@user/nobiz) (Ping timeout: 240 seconds)
[16:45:58] *** Quits: rsx (~dummy@ppp-188-174-147-214.dynamic.mnet-online.de) (Quit: rsx)
[16:56:06] *** Joins: michaelni (~michael@213-47-68-29.cable.dynamic.surfer.at)
[17:00:39] *** Joins: a0z (~a0z@90.244.190.0)
[17:09:25] *** Joins: microchip_ (~neutrino@user/microchip/x-0766185)
[17:10:14] *** Quits: microchip_ (~neutrino@user/microchip/x-0766185) (Client Quit)
[17:12:27] *** Joins: microchip_ (~neutrino@user/microchip/x-0766185)
[17:16:30] *** Joins: taupiqueur (~taupiqueu@lmontsouris-659-1-2-186.w193-248.abo.wanadoo.fr)
[17:23:35] *** Joins: nobiz (~nobiz@user/nobiz)
[17:44:36] *** Joins: Kruppt (~Kruppt@50-111-49-4.drhm.nc.frontiernet.net)
[17:44:40] *** Quits: taupiqueur (~taupiqueu@lmontsouris-659-1-2-186.w193-248.abo.wanadoo.fr) (Read error: Connection reset by peer)
[17:45:02] *** Joins: taupiqueur (~taupiqueu@lmontsouris-659-1-2-186.w193-248.abo.wanadoo.fr)
[17:50:04] *** Joins: TheSashmo (~TheSashmo@174.119.184.190)
[17:52:14] *** Quits: TheSashm_ (~TheSashmo@174.119.184.190) (Ping timeout: 250 seconds)
[17:55:05] *** Joins: MrCollinsGA (~MrCollins@38.21.140.217)
[17:58:16] *** Quits: ivanich (~ivanich@45-140-123-239.broadband.tenet.odessa.ua) (Quit: Konversation terminated!)
[18:01:23] *** Quits: Forsaken87 (~quassel@2a02:908:1866:e360:b79:88e2:d2ce:2e71) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[18:03:54] *** Joins: Forsaken87 (~quassel@2a02:908:1866:e360:b79:88e2:d2ce:2e71)
[18:10:39] *** Quits: greasybyte (~greasybyt@pool-98-116-192-195.nycmny.fios.verizon.net) (Ping timeout: 256 seconds)
[18:24:05] *** Joins: waleee (~waleee@2001:9b0:21d:fc00:398f:b003:b90d:acf4)
[18:35:30] *** Joins: saba4ka-mumu (~efsearfc@178.67.192.12)
[18:59:43] *** Quits: Vonter (~Vonter@user/vonter) (Ping timeout: 256 seconds)
[19:03:22] *** Joins: Vonter (~Vonter@user/vonter)
[19:18:18] *** Joins: yoyoyo (~MrCollins@38.21.140.217)
[19:20:37] *** Quits: MrCollinsGA (~MrCollins@38.21.140.217) (Ping timeout: 240 seconds)
[19:33:02] *** Joins: smitty (~smitty@2603-900a-1700-187e-0d2f-4f03-a5a6-d731.inf6.spectrum.com)
[19:35:02] *** Joins: zmt00 (~zmt00@user/zmt00)
[19:40:52] *** Joins: jkwnki (~jkwnki@p4fedb869.dip0.t-ipconnect.de)
[19:41:30] *** Joins: tofran (~tofran@bl15-47-228.dsl.telepac.pt)
[19:54:57] *** Quits: System_Error (~SystemErr@user/systemerror) (Ping timeout: 276 seconds)
[19:55:06] *** Joins: neverfindme (~hayden@158.123.160.43)
[19:57:56] *** yoyoyo is now known as MrCollinsGA
[19:58:05] *** Quits: jkwnki (~jkwnki@p4fedb869.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[19:59:43] *** Joins: ivanich (~ivanich@45-140-123-239.broadband.tenet.odessa.ua)
[20:00:11] *** Quits: taupiqueur (~taupiqueu@lmontsouris-659-1-2-186.w193-248.abo.wanadoo.fr) (Quit: taupiqueur)
[20:03:30] *** Quits: neverfindme (~hayden@158.123.160.43) (Quit: Leaving)
[20:05:23] *** Joins: System_Error (~SystemErr@user/systemerror)
[20:14:27] *** Quits: System_Error (~SystemErr@user/systemerror) (Remote host closed the connection)
[20:14:43] *** Quits: adanwan_ (~adanwan@gateway/tor-sasl/adanwan) (Remote host closed the connection)
[20:15:03] *** Joins: adanwan (~adanwan@gateway/tor-sasl/adanwan)
[20:21:42] *** Joins: System_Error (~SystemErr@user/systemerror)
[20:31:33] *** Quits: admal (~admal@gateway/tor-sasl/admal) (Remote host closed the connection)
[20:31:48] *** Joins: admal (~admal@gateway/tor-sasl/admal)
[20:32:33] *** Quits: someuser (~user@197.54.43.98) (Ping timeout: 256 seconds)
[20:35:25] *** Joins: iive (~iive@87.119.101.204.client.entry.bg)
[20:49:57] *** Quits: a0z (~a0z@90.244.190.0) (Ping timeout: 240 seconds)
[21:01:11] *** Joins: MrZeus_ (~MrZeus@81.92.206.10)
[21:01:33] *** Quits: dreamon (~dreamon@ppp-88-217-91-105.dynamic.mnet-online.de) (Ping timeout: 256 seconds)
[21:03:33] <aphysically> ahhhh I found another a/v sync problem I thought i had worked through them all Q_Q
[21:04:58] *** Joins: someuser (~user@197.54.43.98)
[21:05:57] *** Quits: saba4ka-mumu (~efsearfc@178.67.192.12) (Ping timeout: 240 seconds)
[21:14:03] *** Joins: lavaball (felix@31.204.155.215)
[21:14:12] *** Quits: lavaball (felix@31.204.155.215) (Remote host closed the connection)
[21:14:37] *** Joins: lavaball (felix@31.204.155.215)
[21:20:39] *** Quits: ivanich (~ivanich@45-140-123-239.broadband.tenet.odessa.ua) (Quit: Konversation terminated!)
[21:22:29] *** Joins: saba4ka-mumu (~efsearfc@176.59.53.24)
[21:31:29] *** Quits: MajorBiscuit (~MajorBisc@c-001-015-052.client.tudelft.eduvpn.nl) (Ping timeout: 250 seconds)
[21:37:52] *** Joins: dreamon (~dreamon@pd9503ca8.dip0.t-ipconnect.de)
[21:42:19] *** Quits: cmp (~cmp@lfbn-ren-1-1617-58.w86-253.abo.wanadoo.fr) (Quit: Connection closed)
[21:47:26] *** Quits: GenTooMan (~cyberman@2601:547:437f:e5c6:21f:5bff:fefe:a883) (Ping timeout: 245 seconds)
[21:56:00] <aphysically> I really wish I knew what the underlying problem is/could find some magic muxing option that would fix things
[22:04:07] *** Quits: Vonter (~Vonter@user/vonter) (Ping timeout: 256 seconds)
[22:15:07] *** Quits: saba4ka-mumu (~efsearfc@176.59.53.24) (Ping timeout: 256 seconds)
[22:16:24] *** Joins: GenTooMan (~cyberman@2601:547:437f:e5c6:21f:5bff:fefe:a883)
[22:22:07] *** Joins: crashrep (~crashrep@user/crashrep)
[22:25:19] *** Joins: a0z (~a0z@90.244.190.0)
[22:28:03] *** Joins: shibboleth (~shibbolet@user/shibboleth)
[22:29:03] *** Joins: saba4ka-mumu (~efsearfc@5.142.47.30)
[22:38:26] *** Quits: lavaball (felix@31.204.155.215) (Remote host closed the connection)
[22:38:37] *** Joins: blaze (~blaze@user/blaze)
[22:43:04] <aphysically> hmmm, does dashenc use the segment muxer?
[22:51:53] <JEEB> no
[22:52:29] <JEEB> segment is its own mess, dashenc and hlsenc are their own messes
[22:54:23] *** Joins: zanuda (~zanuda@212.164.204.94)
[23:10:02] *** Joins: jkwnki (~jkwnki@p4fedb869.dip0.t-ipconnect.de)
[23:15:24] *** Quits: blaze (~blaze@user/blaze) (Quit: WeeChat 3.3)
[23:30:05] <zanuda> Hello.
[23:30:05] <zanuda> Iam trying to convert .ts video to .mp4 on vps.
[23:30:05] <zanuda> I know the exact size of the .ts video, and i ask the hoster to give me extra space of that size.
[23:30:05] <zanuda> And everything works great, but now i also need to move moov atom to the begining of the file.
[23:30:05] <zanuda> I can use the "-movflags faststart" flag, and it works on my computer.
[23:30:05] <zanuda> But without this flag, processing takes ~7 minutes, and with this flag its already ~13 minutes.
[23:30:07] <zanuda> Iam afraid that with this flag ffmpeg will use more disk space, and i need to do something about it, because its really limited. I cant find information about it.
[23:30:10] <zanuda> So, does using -movflags faststart increase disk space usage?
[23:30:14] <zanuda> I also saw "-moov_size" flag. With this flag, i can write moov atom at the begining of the file from the start? Without second pass. If so, how do i determine, how many bytes i need to allocate?
[23:30:17] <zanuda> Will it reduce memory usage?
[23:30:19] <zanuda> https://ffmpeg.org/ffmpeg-formats.html#toc-mov_002c-mp4_002c-ismv
[23:30:21] <zanuda> "Writing a fragmented file has the advantage ..., and it requires less memory when writing very long files (since writing normal MOV/MP4 files stores info about every single packet in memory until the file is closed)"
[23:30:24] <zanuda> But it says about a fragmented file, while i think just having moov atom at the begining doesnt make the file fragmented.
[23:37:50] *** Joins: mgnad78 (~mgnad78@dslb-088-068-106-043.088.068.pools.vodafone-ip.de)
[23:38:14] <mgnad78> Question: https://ffmpeg.org/ffmpeg-protocols.html#Icecast << says i should use -tls ... but it dont seem to work
[23:38:20] <mgnad78> anyone got this running ?
[23:38:59] <JEEB> ffmpeg -h protocol=icecast
[23:39:05] <JEEB> see if your version is too old
[23:39:11] <JEEB> (that should list its AVOptions)
[23:42:10] <mgnad78> ok
[23:42:19] <mgnad78> -tls true << the true was missing
[23:42:24] <mgnad78> now another question
[23:42:35] <mgnad78> the m3u file is http://.... instead of https://
[23:42:41] <mgnad78> oh forget it
[23:42:48] <mgnad78> i need to ask the icecast guys for this
[23:44:53] *** Quits: nobiz (~nobiz@user/nobiz) (Quit: The Lounge - https://thelounge.chat)
[23:45:38] *** Joins: nobiz (~nobiz@user/nobiz)
[23:46:29] *** Quits: dbal__ (~dbal@c-98-198-217-184.hsd1.tx.comcast.net) (Quit: Leaving...)
[23:48:37] *** Quits: __Myst__ (~Myst@net-93-67-247-26.cust.vodafonedsl.it) (Ping timeout: 250 seconds)
[23:53:15] *** Joins: __Myst__ (~Myst@net-93-67-247-26.cust.vodafonedsl.it)
