[00:02:00] *** Quits: ar3itrary (~hacker@2a03:4000:6:8177:2::1) (Quit: No Ping reply in 180 seconds.)
[00:03:09] *** Joins: ar3itrary (~hacker@2a03:4000:6:8177:2::1)
[00:30:04] *** Quits: Zeklyn- (~Zeklyn@zeklyn.net) (Quit: %VPS Died%)
[00:30:25] *** Joins: Zeklyn_ (~Zeklyn@zeklyn.net)
[00:44:48] *** Joins: Juerd (juerd@computervrede.nl)
[00:44:48] *** Joins: Neojack (~Neojack@pear.bnc4free.com)
[00:44:48] *** Joins: kristjansson (sid126207@id-126207.tinside.irccloud.com)
[00:44:48] *** Joins: roniez_ (~roniez@2a02:c206:2057:5765::1)
[00:44:48] *** Joins: Vermont (sid262764@wikimedia/vermont)
[00:44:48] *** Joins: hendi (sid489601@id-489601.lymington.irccloud.com)
[00:44:48] *** Joins: Przemek92_ (sid362095@id-362095.lymington.irccloud.com)
[00:44:48] *** Joins: Bram (~psycojoke@2001:913:1fff:ffff::7)
[00:44:48] *** Joins: TortillaSandwich (~TortillaS@user/tortillasandwich)
[00:44:48] *** Joins: jhchabran (~jhchabran@user/jhchabran)
[00:44:48] *** Joins: cyberzeus (~nunyuh@user/rickjay)
[00:44:48] *** Joins: Yamakaja (~yamakaja@user/yamakaja)
[00:44:48] *** Joins: kallisti5 (~kallisti5@mx.dal1.terarocket.io)
[00:44:48] *** Joins: seth (sid18070@user/washclof)
[00:44:48] *** Joins: greeter (fresh@2604:180:2:117:cafe:babe:dead:beef)
[00:44:48] *** Joins: srw (quassel@SKTechWorks/srw)
[00:44:48] *** Joins: johnlage (johnlage@user/johnlage)
[00:44:48] *** Joins: eof (~eof@tty3.dev)
[00:44:48] *** Joins: afarrag (sid364198@wikipedia/Ahmed-M-Farrag)
[00:44:48] *** Joins: Ariadne (sid506515@alpine/developer/ariadne)
[00:44:48] *** Joins: blo (~blo@user/blo)
[00:44:48] *** Joins: irl (sid495535@hambsd/irl)
[00:44:48] *** Joins: theRealAlexz (sid12120@user/therealalexz)
[00:44:48] *** Joins: tobias1 (sid15532@django/member/tobias1)
[00:44:48] *** Joins: Shrike (sid305680@id-305680.helmsley.irccloud.com)
[00:44:48] *** Joins: theckman (sid295081@user/theckman)
[00:44:48] *** Joins: copypaste (~copypaste@fontforge/developer/ctrlcctrlv)
[00:44:48] *** Joins: SlimeDiamond (~slime@basher.zenoc.net)
[00:44:48] *** Joins: Foxy (foxy@user/foxy)
[00:44:48] *** Joins: flagrama (sid145621@id-145621.hampstead.irccloud.com)
[00:44:48] *** Joins: woo (sid435653@user/wof)
[00:44:48] *** Joins: kudos (sid5987@id-5987.ilkley.irccloud.com)
[00:44:48] *** Joins: sharpertool (sid80151@id-80151.hampstead.irccloud.com)
[00:44:48] *** Joins: jose (jose@libera/staff/jose)
[00:44:48] *** Joins: ksft (~k@pool-173-76-14-211.bstnma.fios.verizon.net)
[00:44:48] *** erbium.libera.chat sets mode: +o jose
[00:45:01] *** Joins: JohnComputation2 (~JohnCompu@gateway/tor-sasl/johncomputation)
[00:45:01] *** Joins: Vercas (~Vercas@gateway/tor-sasl/vercas)
[00:45:01] *** Joins: meyer (~nunyuh@user/cosanostra)
[00:45:01] *** Joins: chesty (~chesty@whocares.crashbunny.com)
[00:45:01] *** Joins: seisatsu (~seisatsu@107.161.24.70)
[00:45:01] *** Joins: kgz (~kragniz@nyaa.kragniz.eu)
[00:45:01] *** Joins: brabo (~brabo@user/brabo)
[00:45:02] *** Joins: rmp2 (sid246393@id-246393.helmsley.irccloud.com)
[00:45:02] *** Joins: JSharp (sid4580@id-4580.lymington.irccloud.com)
[00:45:02] *** Joins: kaiomai (sid496890@id-496890.lymington.irccloud.com)
[00:45:02] *** Joins: crc (sid2647@id-2647.uxbridge.irccloud.com)
[00:45:02] *** Joins: torshido (sid249474@fedora/torshido)
[00:45:02] *** Joins: palomino (sid111977@user/palomino)
[00:45:02] *** Joins: symetrix (sid7360@id-7360.lymington.irccloud.com)
[00:45:02] *** Joins: kendfinger (sid12236@id-12236.lymington.irccloud.com)
[00:45:02] *** Joins: Exterminador (sid116151@user/pegasus)
[00:45:02] *** Joins: Kemayo (sid37658@mediawiki/dlynch-wmf)
[00:45:02] *** Joins: bungalow (sid253491@ansible/owner/gundalow)
[00:45:02] *** Joins: nirojan (sid365686@user/nirojan)
[00:45:02] *** Joins: dm (sid41719@user/dman)
[00:45:02] *** Joins: leonardus (sid358597@id-358597.tinside.irccloud.com)
[00:45:02] *** Joins: cloudcell (sid48145@id-48145.tinside.irccloud.com)
[00:45:02] *** Joins: tardyp (sid45259@id-45259.ilkley.irccloud.com)
[00:45:02] *** Joins: jameshjacks0njr_ (sid381910@user/jameshjacks0njr/x-7942062)
[00:45:02] *** Joins: Matthew_ (sid55177@wikimedia/matthewrbowker)
[00:45:02] *** Joins: jessicara (~shirogits@user/jessicara)
[00:45:17] *** Joins: psycho (psycho@2607:5300:201:3100::323f)
[00:45:17] *** Joins: Jubaleth (~Jubaleth@octoprint/Jubaleth)
[00:45:17] *** Joins: jtle (~quassel@2a01:4f8:1c1e:53e2::2)
[00:45:17] *** Joins: marienz (~marienz@libera/staff/marienz)
[00:45:17] *** Joins: Adran (adran@botters/adran)
[00:45:17] *** Joins: moz (~moz@dont.loginto.me)
[00:45:17] *** Joins: voker57 (~quassel@2a06:1700:0:24::)
[00:45:17] *** Joins: Naleksuh (sid454423@wikimedia/naleksuh)
[00:45:17] *** Joins: SrPx (sid108780@id-108780.uxbridge.irccloud.com)
[00:45:17] *** Joins: victor__ (sid208353@id-208353.tinside.irccloud.com)
[00:45:17] *** Joins: genomc (uid245282@id-245282.hampstead.irccloud.com)
[00:45:17] *** Joins: raboof (sid330499@id-330499.hampstead.irccloud.com)
[00:45:17] *** Joins: jennmoney (sid16277@id-16277.tinside.irccloud.com)
[00:45:17] *** Joins: tritlo (sid58727@user/tritlo)
[00:45:17] *** Joins: wiu_1 (~wiu@static.61.123.9.5.clients.your-server.de)
[00:45:17] *** Joins: terrorjack (~terrorjac@2a01:4f8:1c1e:509a::1)
[00:45:17] *** Joins: ninjabanjo (~ninjabanj@107.150.45.163)
[00:45:17] *** Joins: Xen (xenthys@wireguard/tunneler/xenthys)
[00:45:17] *** Joins: neunon (~neunon@user/neunon)
[00:45:17] *** Joins: tykling (~tykling@irc.tyknet.dk)
[00:45:17] *** Joins: lechner (~lechner@debian/lechner)
[00:45:17] *** Joins: aeka (~aeka@user/hiruji)
[00:45:17] *** Joins: Ducki (~ducki@user/ducki)
[00:45:17] *** Joins: foophoof (sid209755@user/foophoof)
[00:45:17] *** Joins: vito (sid1962@user/vito)
[00:45:17] *** Joins: ljharb (sid43720@user/ljharb)
[00:45:17] *** Joins: debnet (sid330295@python/afpy/debnet)
[00:45:17] *** Joins: paladox (sid373195@wikimedia/paladox)
[00:45:17] *** Joins: cln (sid336875@id-336875.ilkley.irccloud.com)
[00:45:17] *** Joins: ouroboros (~ouroboros@user/ouroboros)
[00:45:17] *** Joins: jhawthorn_ (~jhawthorn@user/jhawthorn)
[00:45:17] *** Joins: entropie (~mit@ip5f59986f.dynamic.kabel-deutschland.de)
[00:45:17] *** Joins: MrLuca (~Luca@user/mrluca)
[00:45:17] *** Joins: Mrkva (~mrkva@user/mrkva)
[00:45:17] *** Joins: encukou (quassel@nat-pool-brq-t.redhat.com)
[00:45:17] *** Joins: JackFrost (ukikie@libera/staff/unit193)
[00:45:17] *** Joins: sirn (~sirn@user/sirn)
[00:45:17] *** Joins: stux|away (~stux@82.192.81.143)
[00:45:17] *** Joins: crummel (~crummel@user/crummel)
[00:45:17] *** Joins: ihabunek1 (~ihabunek@bezdomni.net)
[00:45:17] *** Joins: NetHogr (~NetHogr@user/nethogr)
[00:45:17] *** Joins: Zed (sid295344@tinside.irccloud.com)
[00:45:17] *** Joins: href (~href@Sade.random.sh)
[00:45:17] *** Joins: Johann (~johann@user/johann)
[00:45:17] *** Joins: Skyl3r (~Skyl3r@12.52.238.35.bc.googleusercontent.com)
[00:45:17] *** erbium.libera.chat sets mode: +oo marienz JackFrost
[00:45:17] *** Joins: mcfrdy (~mcfrdy@user/mcfrdy)
[00:45:17] *** Joins: _- (~orgg@user/orgg)
[00:47:26] *** Quits: kristjansson (sid126207@id-126207.tinside.irccloud.com) (Ping timeout: 245 seconds)
[00:47:49] *** Quits: NiKaN (sid385034@id-385034.helmsley.irccloud.com) (Ping timeout: 240 seconds)
[00:47:49] *** Quits: itok (sid418430@id-418430.ilkley.irccloud.com) (Ping timeout: 240 seconds)
[00:47:50] *** Quits: whysthatso125 (~whysthats@74-206-50-195.sta.estpak.ee) (Ping timeout: 250 seconds)
[00:49:22] *** Joins: kristjansson (sid126207@tinside.irccloud.com)
[00:49:45] *** Joins: NiKaN (sid385034@helmsley.irccloud.com)
[00:50:36] *** Joins: itok (sid418430@ilkley.irccloud.com)
[00:57:20] *** Joins: seed0 (~seed0@li1647-214.members.linode.com)
[00:58:27] *** Joins: Zeklyn (~Zeklyn@zeklyn.net)
[01:01:08] *** Quits: seed0 (~seed0@li1647-214.members.linode.com) (Client Quit)
[01:01:17] *** Joins: seed0 (~seed0@li1647-214.members.linode.com)
[01:01:56] *** Quits: seed0 (~seed0@li1647-214.members.linode.com) (Changing host)
[01:01:56] *** Joins: seed0 (~seed0@user/seed0)
[01:02:04] *** Zeklyn is now known as Guest8055
[01:02:13] *** Joins: obale (~obale@user/obale)
[01:02:14] *** Joins: fling (~fling@user/fling)
[01:02:26] *** Quits: jhchabran (~jhchabran@user/jhchabran) (Ping timeout: 245 seconds)
[01:03:26] *** Joins: jhchabran (~jhchabran@user/jhchabran)
[01:04:27] *** Joins: lacop1 (~lacop@lacop.dev)
[01:11:04] *** Quits: Parth (sid502184@user/parth) ()
[01:11:51] *** Quits: Tobbi (~Tobbi@2a02:8108:1240:48ec:9151:64f9:5c4c:ad39) (Ping timeout: 250 seconds)
[01:12:30] *** Quits: Guest8055 (~Zeklyn@zeklyn.net) (Quit: %VPS Died%)
[01:12:57] *** Quits: seed0 (~seed0@user/seed0) (Ping timeout: 250 seconds)
[01:13:10] *** Joins: Tobbi (~Tobbi@2a02:8108:1240:48ec:9926:39c3:76e4:f1da)
[01:13:49] *** Quits: lacop1 (~lacop@lacop.dev) (Ping timeout: 256 seconds)
[01:14:47] *** Joins: Zeklyn_ (~Zeklyn@zeklyn.net)
[01:15:42] *** Joins: seed0 (~seed0@li1647-214.members.linode.com)
[01:15:42] *** Quits: seed0 (~seed0@li1647-214.members.linode.com) (Changing host)
[01:15:42] *** Joins: seed0 (~seed0@user/seed0)
[01:17:51] *** Quits: shoragan (~shoragan@user/shoragan) (Ping timeout: 245 seconds)
[01:19:05] *** Quits: Naleksuh (sid454423@wikimedia/naleksuh) ()
[01:19:54] *** Joins: Naleksuh (sid454423@wikimedia/naleksuh)
[01:20:19] *** Joins: whysthatso1250 (~whysthats@74-206-50-195.sta.estpak.ee)
[01:20:51] *** Quits: romano2k_ (~romano2k@user/romano2k) (Quit: ZNC 1.8.2 - https://znc.in)
[01:21:39] *** Joins: romano2k (~romano2k@user/romano2k)
[01:28:07] *** Quits: mjbrooks (~mjbrooks@icinga/team/mjbrooks) (Ping timeout: 250 seconds)
[01:28:25] *** Joins: mjbrooks (~mjbrooks@icinga/team/mjbrooks)
[01:57:18] *** Quits: powermail (uid385576@id-385576.uxbridge.irccloud.com) (Quit: Connection closed for inactivity)
[01:59:14] *** Joins: lacop1 (lacop@2a01:7e01::f03c:91ff:fe82:8bb8)
[02:01:04] *** Quits: Reception123 (uid96626@miraheze/Reception123) (Quit: Connection closed for inactivity)
[02:30:31] *** Joins: rhys- (~rhys@mill.in.net)
[02:32:32] *** rhys- is now known as rhys
[02:37:14] *** Quits: nonchip (~quassel@mail.nonchip.de) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[02:37:24] *** Joins: nonchip (~quassel@mail.nonchip.de)
[02:54:01] *** Joins: hunterk (uid14349@helmsley.irccloud.com)
[02:56:34] *** Joins: unluckyshrubbery (~unluckysh@45-19-33-188.lightspeed.livnmi.sbcglobal.net)
[03:04:26] *** Quits: genomc (uid245282@id-245282.hampstead.irccloud.com) (Quit: Connection closed for inactivity)
[04:03:16] *** Quits: lf (~quassel@p200300d21f00f100022454fffe73d7ad.dip0.t-ipconnect.de) (Ping timeout: 250 seconds)
[04:03:43] *** Joins: lf (~quassel@p200300d21f015700022454fffe73d7ad.dip0.t-ipconnect.de)
[04:07:26] *** Quits: Reiner_Unsinn_ (~quassel@p579d7111.dip0.t-ipconnect.de) (Ping timeout: 245 seconds)
[04:13:04] *** Joins: luke-jr (~luke-jr@user/luke-jr)
[04:21:02] *** Quits: macdude22 (~macdude22@2604:2d80:5893:3c00:e46e:cd86:4988:c224) (Ping timeout: 250 seconds)
[04:26:21] *** Joins: macdude22 (~macdude22@2604:2d80:5893:3c00:5c84:5224:6bd0:f809)
[04:31:55] *** Quits: Gerula (~Gerula@user/gerula) (Read error: Connection reset by peer)
[04:32:14] *** Joins: Gerula (~Gerula@user/gerula)
[04:35:12] *** Quits: obale (~obale@user/obale) (Ping timeout: 276 seconds)
[04:36:54] *** Joins: obale (~obale@user/obale)
[04:53:05] *** Quits: lf (~quassel@p200300d21f015700022454fffe73d7ad.dip0.t-ipconnect.de) (Ping timeout: 250 seconds)
[04:54:01] *** Joins: powermail (uid385576@uxbridge.irccloud.com)
[04:59:33] *** Joins: lf (~quassel@p200300d21f0e6100022454fffe73d7ad.dip0.t-ipconnect.de)
[05:01:36] *** zizzy is now known as szeryf
[05:04:21] *** Quits: lf (~quassel@p200300d21f0e6100022454fffe73d7ad.dip0.t-ipconnect.de) (Ping timeout: 250 seconds)
[05:04:55] *** Joins: lf (~quassel@p200300d21f0f8e00022454fffe73d7ad.dip0.t-ipconnect.de)
[05:10:37] *** Quits: Sorin (nafets@user/sorin) (Ping timeout: 240 seconds)
[05:12:57] *** szeryf is now known as zizzy
[05:19:15] *** Joins: zippy (~quassel@user/zippy)
[05:26:50] *** Quits: zippy (~quassel@user/zippy) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[05:29:55] *** Quits: Tobbi (~Tobbi@2a02:8108:1240:48ec:9926:39c3:76e4:f1da) (Ping timeout: 250 seconds)
[05:30:19] *** Quits: vlm (~vlm@user/vlm) (Quit: "")
[05:32:52] *** Joins: vlm (~vlm@user/vlm)
[05:33:54] *** Joins: Tobbi (~Tobbi@2a02:8108:1240:48ec:9926:39c3:76e4:f1da)
[05:37:50] *** Quits: Sargento (uid523534@wikipedia/Sargento-de-Hierro) (Quit: Connection closed for inactivity)
[05:47:12] *** Quits: Tobbi (~Tobbi@2a02:8108:1240:48ec:9926:39c3:76e4:f1da) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[06:05:43] *** Joins: nafets (~nafets@206.41.112.144)
[06:05:43] *** Quits: nafets (~nafets@206.41.112.144) (Changing host)
[06:05:43] *** Joins: nafets (~nafets@user/sorin)
[06:27:56] *** Quits: RhinosF1 (uid339563@miraheze/RhinosF1) (Quit: Connection closed for inactivity)
[06:54:16] *** Quits: kenwoodfox (~quassel@user/kenwoodfox) (Ping timeout: 256 seconds)
[06:55:46] *** Joins: kenwoodfox (~quassel@user/kenwoodfox)
[07:05:27] *** jrt is now known as Guest1469
[07:05:27] *** Quits: Guest1469 (~jrt@asteroidos/jrt) (Killed (molybdenum.libera.chat (Nickname regained by services)))
[07:05:40] *** Joins: jrt (~jrt@asteroidos/jrt)
[07:29:16] *** Joins: genomc (uid245282@hampstead.irccloud.com)
[07:48:36] *** Quits: ralu (~ralu@static.211.245.203.116.clients.your-server.de) (Ping timeout: 250 seconds)
[08:23:22] *** Quits: ar3itrary (~hacker@2a03:4000:6:8177:2::1) (Remote host closed the connection)
[08:26:48] *** Joins: ar3itrary (~hacker@2a03:4000:6:8177:2::1)
[08:28:52] *** Quits: Guest9241 (~dark@rasdark.ru) (Changing host)
[08:28:52] *** Joins: Guest9241 (~dark@user/rasdark)
[08:28:52] *** Guest9241 is now known as rasdark
[08:33:27] *** Joins: obale1 (~obale@user/obale)
[08:35:03] *** Quits: obale (~obale@user/obale) (Ping timeout: 276 seconds)
[08:41:33] *** Quits: obale1 (~obale@user/obale) (Ping timeout: 276 seconds)
[08:55:42] *** Joins: obale (~obale@user/obale)
[09:08:56] *** Quits: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857) (Ping timeout: 252 seconds)
[09:11:21] *** Joins: CME (~CME@ip5f5b8acb.dynamic.kabel-deutschland.de)
[09:20:24] *** Joins: technically_ (~technical@user/technically)
[09:20:29] *** Quits: technically (~technical@user/technically) (Ping timeout: 256 seconds)
[09:21:37] *** Quits: CME (~CME@ip5f5b8acb.dynamic.kabel-deutschland.de) (Ping timeout: 240 seconds)
[09:33:06] *** Joins: CME (~CME@ip5f5b8acb.dynamic.kabel-deutschland.de)
[09:38:09] *** Quits: CME (~CME@ip5f5b8acb.dynamic.kabel-deutschland.de) (Ping timeout: 256 seconds)
[09:39:45] *** Quits: asix (~Anders@user/asix) (Ping timeout: 256 seconds)
[09:43:07] *** Joins: Reception123 (uid96626@miraheze/Reception123)
[10:08:42] *** Joins: asix (~Anders@user/asix)
[10:33:26] *** Joins: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857)
[10:36:45] *** Quits: Sonar_Guy (~sonarguy@fedora/sonarguy) (Ping timeout: 256 seconds)
[10:37:05] *** Joins: Sonar_Guy (~sonarguy@fedora/sonarguy)
[10:38:13] *** Quits: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857) (Ping timeout: 256 seconds)
[10:46:08] *** Joins: Reiner_Unsinn (~quassel@p579d7111.dip0.t-ipconnect.de)
[10:48:17] *** Joins: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857)
[10:49:30] *** Joins: Vercas4 (~Vercas@gateway/tor-sasl/vercas)
[10:50:54] *** Quits: Vercas (~Vercas@gateway/tor-sasl/vercas) (Ping timeout: 276 seconds)
[10:50:54] *** Vercas4 is now known as Vercas
[10:54:41] *** Joins: Tobbi (~Tobbi@2a02:8108:1240:48ec:a82b:45ec:56a1:f24)
[10:55:35] *** Joins: RhinosF1 (uid339563@miraheze/RhinosF1)
[10:55:47] *** Quits: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857) (Ping timeout: 256 seconds)
[10:55:52] *** Quits: rmp2 (sid246393@id-246393.helmsley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: JSharp (sid4580@id-4580.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: kaiomai (sid496890@id-496890.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: crc (sid2647@id-2647.uxbridge.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: torshido (sid249474@fedora/torshido) (*.net *.split)
[10:55:52] *** Quits: palomino (sid111977@user/palomino) (*.net *.split)
[10:55:52] *** Quits: kendfinger (sid12236@id-12236.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: symetrix (sid7360@id-7360.lymington.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: Exterminador (sid116151@user/pegasus) (*.net *.split)
[10:55:52] *** Quits: bungalow (sid253491@ansible/owner/gundalow) (*.net *.split)
[10:55:52] *** Quits: dm (sid41719@user/dman) (*.net *.split)
[10:55:52] *** Quits: nirojan (sid365686@user/nirojan) (*.net *.split)
[10:55:52] *** Quits: Kemayo (sid37658@mediawiki/dlynch-wmf) (*.net *.split)
[10:55:52] *** Quits: leonardus (sid358597@id-358597.tinside.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: cloudcell (sid48145@id-48145.tinside.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: tardyp (sid45259@id-45259.ilkley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: jameshjacks0njr_ (sid381910@user/jameshjacks0njr/x-7942062) (*.net *.split)
[10:55:52] *** Quits: Matthew_ (sid55177@wikimedia/matthewrbowker) (*.net *.split)
[10:55:52] *** Quits: jessicara (~shirogits@user/jessicara) (*.net *.split)
[10:55:52] *** Quits: snalty_ (~Shhh@user/snalty) (*.net *.split)
[10:55:52] *** Quits: lxdr (~lxdr@user/lxdr) (*.net *.split)
[10:55:52] *** Quits: redlegion (sid429547@ilkley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: angular_mike_ (sid45533@ilkley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: hughrawlinson_ (sid11243@ilkley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: ullbeking_ (sid5364@ilkley.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: JackyB (sid514257@user/jackyb) (*.net *.split)
[10:55:52] *** Quits: OPK (~OPK@user/opk) (*.net *.split)
[10:55:52] *** Quits: utsuhorocks (~utsuhoroc@user/utsuhorocks) (*.net *.split)
[10:55:52] *** Quits: dgb_ (~dillon@ns513247.ip-167-114-157.net) (*.net *.split)
[10:55:52] *** Quits: GadgeteerZA (~quassel@user/gadgeteerza) (*.net *.split)
[10:55:52] *** Quits: Zubin (~rubin@ender.afternet.org) (*.net *.split)
[10:55:52] *** Quits: SirnoChan (~SirnoChan@user/sirnochan) (*.net *.split)
[10:55:52] *** Quits: whitenite (~whitenite@static.19.212.40.188.clients.your-server.de) (*.net *.split)
[10:55:52] *** Quits: seabre (~seabre@user/seabre) (*.net *.split)
[10:55:52] *** Quits: muep (~quassel@94-237-14-167.fi-hel2.upcloud.host) (*.net *.split)
[10:55:52] *** Quits: WayToDoor (~WayToDoor@user/waytodoor) (*.net *.split)
[10:55:52] *** Quits: arminweigl (~arminweig@sourcehut/user/arminweigl) (*.net *.split)
[10:55:52] *** Quits: JustSomeGoon (~justsomeg@user/justsomegoon) (*.net *.split)
[10:55:52] *** Quits: Hypfer (~Hypfer@user/hypfer) (*.net *.split)
[10:55:52] *** Quits: Joel (~jjshoe@user/joel) (*.net *.split)
[10:55:52] *** Quits: radiofree (~radiofree@user/radiofree) (*.net *.split)
[10:55:52] *** Quits: swistak (~swistak@185.21.216.141) (*.net *.split)
[10:55:52] *** Quits: matt_ (~matt@ns503600.ip-198-100-146.net) (*.net *.split)
[10:55:52] *** Quits: popey (~popey@ubuntu/member/popey) (*.net *.split)
[10:55:52] *** Quits: kaipee (~quassel@host31-54-129-14.range31-54.btcentralplus.com) (*.net *.split)
[10:55:52] *** Quits: thies (~thies@user/td00) (*.net *.split)
[10:55:52] *** Quits: CeBe (~cebe@zirc.m.cebe.net) (*.net *.split)
[10:55:52] *** Quits: sinned6915 (~sinned691@vmi438683.contaboserver.net) (*.net *.split)
[10:55:52] *** Quits: Swant (~swant@libera/staff/swant) (*.net *.split)
[10:55:52] *** Quits: Marc (~Marc@phpbb/management/marc) (*.net *.split)
[10:55:52] *** Quits: dmt (~shrooms@znc.flexnet.org) (*.net *.split)
[10:55:52] *** Quits: [R] (~rs@genoce.org) (*.net *.split)
[10:55:52] *** Quits: muirrum (~muirrum@sourcehut/user/muirrum) (*.net *.split)
[10:55:52] *** Quits: blinky42 (~quassel@user/blinky42) (*.net *.split)
[10:55:52] *** Quits: AlanBell (~alanbell@internal.apertum.ie) (*.net *.split)
[10:55:52] *** Quits: Spydar007 (~spydar007@user/spydar007) (*.net *.split)
[10:55:52] *** Quits: ecool (~ecool@ecool.dev) (*.net *.split)
[10:55:52] *** Quits: jsb (~jsb@jakob.dev) (*.net *.split)
[10:55:52] *** Quits: les_ (~whome@user/les) (*.net *.split)
[10:55:52] *** Quits: Bossi (~quassel@p548379ef.dip0.t-ipconnect.de) (*.net *.split)
[10:55:52] *** Quits: Zegnat (~Martijn@v22016013254630973.happysrv.de) (*.net *.split)
[10:55:52] *** Quits: ByronJohnson (~bairyn@50-250-232-19-static.hfc.comcastbusiness.net) (*.net *.split)
[10:55:52] *** Quits: crakilda (~quassel@web.pf.ie) (*.net *.split)
[10:55:52] *** Quits: unicron (sid343426@hampstead.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: hubvu_ (sid495858@tinside.irccloud.com) (*.net *.split)
[10:55:52] *** Quits: lazywalker (~lazywalke@user/lazywalker) (*.net *.split)
[10:55:52] *** Quits: dslegends (~dslegends@user/dslegends) (*.net *.split)
[10:55:52] *** Quits: bnf (~ben@user/bnf) (*.net *.split)
[10:55:52] *** Quits: vogelfrei (vogelfrei@user/vogelfrei) (*.net *.split)
[10:55:53] *** Quits: kevank_ (~quassel@libera/sponsor/kevank) (*.net *.split)
[10:55:53] *** Quits: flynn (~mcbloch@user/flynn) (*.net *.split)
[10:58:07] *** Joins: snalty_ (~Shhh@user/snalty)
[10:58:07] *** Joins: lxdr (~lxdr@user/lxdr)
[10:58:07] *** Joins: redlegion (sid429547@ilkley.irccloud.com)
[10:58:07] *** Joins: hughrawlinson_ (sid11243@ilkley.irccloud.com)
[10:58:07] *** Joins: angular_mike_ (sid45533@ilkley.irccloud.com)
[10:58:07] *** Joins: ullbeking_ (sid5364@ilkley.irccloud.com)
[10:58:07] *** Joins: JackyB (sid514257@user/jackyb)
[10:58:07] *** Joins: OPK (~OPK@user/opk)
[10:58:07] *** Joins: utsuhorocks (~utsuhoroc@user/utsuhorocks)
[10:58:07] *** Joins: dgb_ (~dillon@ns513247.ip-167-114-157.net)
[10:58:07] *** Joins: GadgeteerZA (~quassel@user/gadgeteerza)
[10:58:07] *** Joins: Zubin (~rubin@ender.afternet.org)
[10:58:07] *** Joins: SirnoChan (~SirnoChan@user/sirnochan)
[10:58:07] *** Joins: whitenite (~whitenite@static.19.212.40.188.clients.your-server.de)
[10:58:07] *** Joins: seabre (~seabre@user/seabre)
[10:58:07] *** Joins: muep (~quassel@94-237-14-167.fi-hel2.upcloud.host)
[10:58:07] *** Joins: WayToDoor (~WayToDoor@user/waytodoor)
[10:58:07] *** Joins: arminweigl (~arminweig@sourcehut/user/arminweigl)
[10:58:07] *** Joins: JustSomeGoon (~justsomeg@user/justsomegoon)
[10:58:07] *** Joins: Hypfer (~Hypfer@user/hypfer)
[10:58:07] *** Joins: Joel (~jjshoe@user/joel)
[10:58:07] *** Joins: radiofree (~radiofree@user/radiofree)
[10:58:07] *** Joins: swistak (~swistak@185.21.216.141)
[10:58:07] *** Joins: matt_ (~matt@ns503600.ip-198-100-146.net)
[10:58:07] *** Joins: popey (~popey@ubuntu/member/popey)
[10:58:07] *** Joins: kaipee (~quassel@host31-54-129-14.range31-54.btcentralplus.com)
[10:58:07] *** Joins: thies (~thies@user/td00)
[10:58:07] *** Joins: CeBe (~cebe@zirc.m.cebe.net)
[10:58:07] *** Joins: sinned6915 (~sinned691@vmi438683.contaboserver.net)
[10:58:07] *** Joins: Swant (~swant@libera/staff/swant)
[10:58:07] *** Joins: Marc (~Marc@phpbb/management/marc)
[10:58:07] *** Joins: dmt (~shrooms@znc.flexnet.org)
[10:58:07] *** Joins: [R] (~rs@genoce.org)
[10:58:07] *** Joins: muirrum (~muirrum@sourcehut/user/muirrum)
[10:58:07] *** Joins: blinky42 (~quassel@user/blinky42)
[10:58:07] *** Joins: AlanBell (~alanbell@internal.apertum.ie)
[10:58:07] *** Joins: Spydar007 (~spydar007@user/spydar007)
[10:58:07] *** Joins: ecool (~ecool@ecool.dev)
[10:58:07] *** Joins: jsb (~jsb@jakob.dev)
[10:58:07] *** Joins: les_ (~whome@user/les)
[10:58:07] *** Joins: Bossi (~quassel@p548379ef.dip0.t-ipconnect.de)
[10:58:07] *** Joins: Zegnat (~Martijn@v22016013254630973.happysrv.de)
[10:58:07] *** Joins: ByronJohnson (~bairyn@50-250-232-19-static.hfc.comcastbusiness.net)
